,BELTON LAKE,LAKE WHITNEY,AQUILLA LAKE,LAKE WACO,PROCTOR LAKE,POSSUM KINGDOM LAKE,LAKE GEORGETOWN,GRANGER LAKE,LAKE LIMESTONE,STILLHOUSE HOLLOW LAKE,SOMERVILLE LAKE,LAKE GRANBURY,SAM RAYBURN RESERVOIR,B A STEINHAGEN LAKE
2/5/1988,0.263989675,0.021851266,0.122005263,0.68962839,0.183333688,2.579437715,0.21902406,0.790842439,0.359940464,0.378928591,4.488486596,1.065614961,2.209774226,2.489380466
2/6/1988,1.034046124,1.747848551,0.800368417,1.653316801,2.216448256,2.560453609,2.003449578,1.142909113,1.024233098,1.213858543,2.515684037,1.602341507,1.919933308,2.732423651
2/7/1988,1.17095146,0.902219711,1.556997369,0.863149802,0.090018659,0,1.977710212,1.611936642,1.805172554,2.402789753,0.265514498,0.050959484,0.762647088,1.063235568
2/8/1988,0.001309466,0,0,0,0,0.04960299,0.045574479,0.171940795,0.035544904,0.03793326,0.001486402,0,0.320987084,0.540901889
2/9/1988,0.002989314,0.276240052,0,0.572653356,0,0,0.083995674,0.056870936,0,0.000500551,0.074751228,0,2.81E-05,0.21726675
2/10/1988,0,0.035119801,0,0,0.010912726,0.088353057,0,0,0,0,0,0.849117223,0,0.008161072
2/11/1988,0.886876358,0.698920435,0.895428952,0.783788858,0.412556912,0.273505657,0.01019735,0,1.497520688,0.63848418,0,1.329125408,1.103187031,1.050013621
2/12/1988,0,0,0,0,0,0,0,0,0,0.352319637,0,0,0.379763374,0.024670725
2/13/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/14/1988,0,0,0,0,0,0,0,0,0,0,0,0,0.082217223,0.177977432
2/15/1988,0,0,0,0,0,0,0,0,0,0,0,0,4.375871885,2.795819658
2/16/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/1988,0.124251993,0.675934447,4.268034185,1.209362599,0.018795116,0.137433043,2.031197606,0.812582656,0,0.061446034,4.808443702,0.557207105,0.080942691,0.104402664
2/18/1988,16.30563422,17.90458863,34.85285801,21.51706394,5.519569223,2.245891791,8.710327155,7.989558788,35.35366191,15.12671967,13.82096254,5.213388179,29.52451998,30.49130615
2/19/1988,2.292502719,6.961090891,7.389436829,3.460438974,2.203577321,0.807363939,2.912314137,5.560096853,7.390831493,2.770085521,1.81515881,5.162798142,11.07820543,8.820175243
2/20/1988,0,0,0,0,0,0,0,0,0,0,0.003031624,0,0,0
2/21/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/1988,0,0,0,0,0,0.000951893,0,0,0,0,0,0,0,0
2/27/1988,0,0,0,0,0,0.002068034,0,0,0,0,0,0,0.067545748,0.087271458
2/28/1988,0,0,0,0,0,0,0,0,0,0,0.007479759,0,0.161058795,0.01006794
2/29/1988,0.327583011,0.715717899,1.249178946,0.115805638,0.104077945,0.04073095,0.210575835,0.694535897,0.524166496,0.201255051,1.878007747,0.250920801,0.017429845,0.030796616
3/1/1988,0,0,0,0,0,1.579943942,0,4.15E-05,0,0,0.308672062,0,0.002642468,0.017432564
3/2/1988,1.105499272,1.892071885,2.048910527,3.271378964,1.069428476,8.297995331,0.417396593,0.461141235,0.853237135,0.344429929,2.488247174,1.000332391,3.923115114,1.534198006
3/3/1988,8.04527136,6.432981912,20.59654995,8.968661129,3.134599352,1.71970912,8.601254373,4.579399654,28.61405654,7.690747163,7.025140823,1.646137481,21.53368681,25.37399265
3/4/1988,1.637572144,1.709734632,2.560215779,1.70002439,0.386296316,0.190501523,1.21713706,0.269607136,0.133661957,2.7687843,0.05889281,0.193988068,0.090265151,0.064706545
3/5/1988,0,0,0,0,0,0.183769072,0,0,0,0,0,0,0,0
3/6/1988,0,0,0,0,0,0,0,0.127754877,0,0,0,0,0,0
3/7/1988,0,0,0,0,0,0.106900672,0,0.003455526,0,0,0.014614213,0,0.021646546,0.020769373
3/8/1988,0.369543286,0.024526221,0.995939476,0.000533234,0.016815589,0.081932231,0.768145451,0.854512384,5.5661776,0.696649357,0.287726109,2.75E-05,2.050532311,5.291666881
3/9/1988,3.073459012,0.282161843,1.160231586,1.654271662,0,0,3.02590972,1.02103887,1.305632695,3.71404323,0.327099854,0,10.37309364,6.982882742
3/10/1988,0,0,0,0,0,0,0,0,0,0,0,0,1.017611037,2.98E-05
3/11/1988,0,0,0,0,0,0,0,0,0,0,0.508025741,0,0.030858927,0.015162956
3/12/1988,0.225951159,5.000299739,9.751070993,1.172414434,0,0,0,0,1.290377395,0.02301275,0.465922774,0.032083197,2.554369764,4.476794029
3/13/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/1988,0,0,0,0,0,0.033961863,0,0,0,0,0,0,0,0
3/16/1988,0.021141935,2.44E-05,0,0.20942667,0.006641787,0.695808906,0,0,0,0,0.003044772,0.121316463,0,0
3/17/1988,1.608762981,0.66439738,0.237771054,1.44507854,2.969835261,5.714833472,8.633641639,7.440813461,1.810560045,4.247565437,6.838926004,3.416378415,3.577118299,5.589129734
3/18/1988,13.74085576,10.14866275,18.90611052,11.97188121,9.118034324,1.324815917,19.47719376,23.38800117,29.06531983,11.86438007,28.97685827,8.380440549,41.62271393,37.87893514
3/19/1988,0.298373883,0,0,0.009035632,0,0.000495834,0,0.062142757,1.30288194,0,0,0,0.009215997,0.056650747
3/20/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/21/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/22/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/1988,0,0,0,0,0,0,0.020124358,0.044349149,0,0,0.003391461,0.002065167,0.051403893,0.031273207
3/24/1988,0,0,0,0,0,0,0,0,0,0,0,0.001916344,0.078240564,0.097991726
3/25/1988,0,0.52936031,0.553439471,0,0,0,0,0,0.340017157,0,0,0.000943421,2.333616899,2.568324694
3/26/1988,0,0,0,0,0,0,0,0,0.006939455,0,0,0,0,0
3/27/1988,0,0,0,0,0,0.113658429,0,0,2.702524722,0,0,0,0,0
3/28/1988,0.129548418,0.257350814,0,1.5263612,0.098695421,0.661681862,0,0,0.176900099,0,0,0,0,0
3/29/1988,5.998684799,7.416468367,4.773713146,5.712682699,5.998031655,0.011284607,2.204225473,1.859196294,6.7081342,1.582094546,2.80314165,1.106389889,5.92731815,4.268718553
3/30/1988,10.66871804,7.256934436,28.32501573,11.03608298,0.716375754,0.003162252,6.662427686,7.573148438,19.75961046,12.98435959,3.669724593,0.553507505,20.50800235,19.49521256
3/31/1988,0.737778615,1.136894212,0.344105262,1.451781994,0.8337618,0.528205438,1.973911859,1.43847558,0.270665993,1.020106513,0.789141237,2.912564088,4.45603196,5.060640054
4/1/1988,2.411052577,3.126905521,2.585705279,2.464341517,4.897082683,7.094762407,0.86395512,2.204912146,4.258774966,1.148408102,0.865281293,4.943788436,2.090573887,4.014500879
4/2/1988,1.530825582,4.559180372,5.297786827,3.303024149,0,0.155807826,0,0.182029329,5.899932392,0.769553495,1.940052588,3.993856616,14.82345398,10.29603724
4/3/1988,0,0,0,0,0,0,0,0,0,0,0.042437201,0,0,0
4/4/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/5/1988,0,0.027020796,0,0,0,0,0,0.002080509,0,0,0,0.136344326,0.10858305,0.180494081
4/6/1988,0.128580355,0,0,0.001669147,0,0,0.105774535,0.329419007,0.042864783,0.022042604,0.746223789,0,4.075611156,4.244684683
4/7/1988,0,0,0,0,0,0.00108132,0,0,0,0,0.01308214,0,0,0
4/8/1988,0,0,0,0,0,0.006816904,0,0,0,0,0,0.284499445,0,0
4/9/1988,0.003313813,0,0,0.02509838,0.009739831,1.428392538,1.73899162,1.690852126,0,0.13671861,1.629432574,0.19602701,0,0
4/10/1988,1.430936366,0.847822331,0.050831579,0.49883019,1.831055075,3.023611791,3.874909437,3.796115644,0,2.321389372,0.615520033,1.261621648,0.042307816,0.06389967
4/11/1988,0,0.046903254,0.002323684,0.033418898,0,0,0,0,0,0,0,0,0.52048852,0.224068177
4/12/1988,0,0,0,0,0,0,0,0,0,0,0,0,0.203590784,0.00669548
4/13/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/14/1988,0,0,0,0,0,0.033043566,0,0,0,0,0,0,0,0
4/15/1988,0,0.024755425,0,0,0,0.866361581,0,0,0,0,0,0,0,0
4/16/1988,0.000117423,0,0,0,0.482528656,2.438523539,0,0.124351915,0,0.000260245,0.22048509,0.670186847,0,0.057789755
4/17/1988,1.252985393,2.118304698,0.156405262,1.085978838,0.4889252,20.46630867,0.860075701,0.55618758,0,0.198617976,1.248791779,4.518406201,0.243134,0.255099724
4/18/1988,3.07689357,7.726861207,6.374631555,5.234299359,10.91945137,4.546734169,0.266691,1.459839528,4.920152371,0.429385066,6.371857977,5.906034861,4.577576679,8.118595631
4/19/1988,0,0,0,0,0,0.273495308,0,0,0,0,0.004648121,0.013277388,0.353932466,0.076416151
4/20/1988,0,0.188065101,0,0,0,0,0,0,0,3.57E-05,0,0.01717826,0,0
4/21/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/22/1988,0.19945454,7.32E-05,0,0.633605325,0,0,0,0,0,0,0,0,0,0
4/23/1988,5.514288226,3.113479203,3.440673665,3.898918234,1.1871472,0,0.201094888,0.005257989,0.556004038,3.167295769,0,0.412956139,0,0.001104198
4/24/1988,0.171096353,0.16246067,0.071528947,0.605081432,0.113068721,0.135802726,2.383706411,0.985848674,0,0.048461619,0,2.511424637,0,0.00572834
4/25/1988,1.651876956,1.877320523,2.215981582,2.206716267,4.762958879,0.900077194,2.533427961,4.216815617,0.485835516,1.46088724,0.254243303,4.250703142,0,0
4/26/1988,0,0,0,0,0,0,0,0.009500622,0,0,0,0,0,0
4/27/1988,0.010929727,0,0,0,0,0,0,0,0,0.161108663,0,0,0,0
4/28/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/1988,1.536385222,3.246868877,0,0.610054149,0.276312842,0.796811558,3.436791038,3.882418045,6.336202855,0.58162076,24.08123026,2.009122463,1.744472211,2.677012988
4/30/1988,7.108263721,7.728368883,13.19765787,7.84300596,9.516137418,1.737913233,11.0404569,13.23014799,17.84587485,7.551054613,21.52672895,7.333339984,23.32919654,26.16216936
5/1/1988,0.282301979,2.638232371,0.502084212,1.546379383,0.248094579,0.009021476,0.185866449,0.239633421,0.099842583,0.268916522,0,0.867875175,0.000792037,0.002545742
5/2/1988,0.036576008,0.020186709,1.147960523,0.328047289,0,0.001929289,0.019713436,0.042971366,0.000734612,0,0,0,0.042323082,0.064069689
5/3/1988,0.254862352,0.086616185,0.126376316,0.128506117,0,0,0,0.016002213,0.863818369,0.09076132,0.109997232,0,0.723105879,0.793659188
5/4/1988,0,0,0,0,0,0.157102291,0,0,0,0,0,0,0,0
5/5/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/1988,0,0,0,0,0,0.772363424,0,0,0,0,0,0,0,0
5/7/1988,0,0.025370253,2.467734193,0,0,0.284879475,0.465596108,0.248275002,0.000282543,0.02425206,0,0,0,0
5/8/1988,2.231354435,8.269482334,3.023015788,4.873480915,4.011940078,0.052619091,0.745252771,1.054459809,0.271151363,0.597203946,0.004690333,2.356598704,0.00641484,1.785222147
5/9/1988,0,0.533738243,2.404728946,0.005831267,0,0,0,0.159217043,0.077727547,0,0.159566813,0,0.774441274,0.797066124
5/10/1988,2.04127083,0,0,4.167421025,0,0.76169167,1.430754248,0.649901779,0.12936327,1.406526571,0.027255553,0,0.015939578,0
5/11/1988,5.708199095,0.001289783,0,0.996200809,8.398659708,4.740138397,12.83352806,13.27147875,0,11.24263814,8.472926409,0.294239821,0.008538256,0.044388033
5/12/1988,2.247190895,0.000883363,4.21E-05,0.620570848,1.045073841,2.064926068,16.29261969,14.79663024,2.164330984,6.276487224,7.775941461,0.024473874,1.46953659,1.726792008
5/13/1988,0.447092486,0,0,0,0,0,0,0,0,0.676293087,0.053181787,0,0.001547315,0
5/14/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/1988,0,0.962241868,0,0.01546255,0,0,0,0,0,0,0,0.077384449,0,0
5/16/1988,6.448632567,15.19108323,5.400550028,12.35067664,1.085697078,0.123804628,2.576631548,1.11092683,0.4601554,1.668145233,0.000101031,11.49721335,0,0
5/17/1988,2.501986233,0.034329114,1.246978939,0.438590439,0,0,5.72238171,3.32013419,0.053821392,5.353460299,0.089473393,0,0,0
5/18/1988,0,0,0,0,0,0.033340428,0,0,0,0,0,0,0,0
5/19/1988,0,0.001281646,0,0.001531911,0.037565175,4.576763688,6.462265427,3.683129061,0,0.498612729,0,0.448261984,0,0
5/20/1988,7.672811812,1.245830931,0.076800001,3.87617229,14.08668443,12.11261821,0.062165451,0,0,4.250287017,12.82080477,5.499777772,0,0
5/21/1988,12.54159231,15.21274275,12.15052106,19.30669559,19.97114573,7.341635515,19.49633953,32.77851301,36.55480636,11.24965427,29.20802579,22.1969966,3.274370972,12.39891749
5/22/1988,0,0.885311932,0,0,0,0.008843643,0,0,0.550397576,0,0.079043664,0.061144692,7.710337273,6.205011454
5/23/1988,0,0,0,0,0,0,0,0,0,0,0,0,0.076829841,0.045605745
5/24/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/25/1988,0,0,0,0,0,0.240409811,0,0,0,0,0,0,0,0
5/26/1988,0,0,0,0,0,0.196120137,0,0,0,0,0,0,0,0
5/27/1988,0,0,0,0,0,0.001350325,0,0,0,0,0,0,0,0
5/28/1988,0,0,0,0,0,0.890797702,0,0,0,0,0.149935646,0,0,0
5/29/1988,0,0,0,0,0,3.284673243,0.936618002,0.671117721,0,0.057291568,0.140640094,0,0,0
5/30/1988,2.928129066,2.122317352,0.043468421,3.198049342,0.024411687,0.028321179,2.299021372,6.256262255,10.34343895,1.566994599,6.803682109,0.527800759,1.002673401,2.895079368
5/31/1988,1.350511953,4.178245477,8.199931541,2.993964536,1.525308424,7.200310796,2.048610435,1.476678647,0.504547931,2.060076598,0.360847693,8.84267262,0.692405439,0.229067166
6/1/1988,62.87859466,83.91454646,55.90320289,85.65546501,106.0811278,19.69029418,10.67093806,12.33350121,19.9335813,18.54546199,13.71266489,85.95095656,0,0.153112976
6/2/1988,5.012561574,13.27038921,10.82586838,5.724500246,1.526207817,5.813574321,7.055301432,4.28312631,2.884085776,6.233621915,4.608592494,7.481843571,0,0.035523174
6/3/1988,20.01916776,20.48530432,14.37593433,19.91341525,10.58930158,6.049222559,26.28696157,31.62790414,10.40074372,29.91231648,23.4636523,19.77679177,7.315085676,10.05750234
6/4/1988,21.63079359,11.70224101,17.049908,23.73050885,6.312495605,0.979654536,7.78680994,19.21843543,9.940165467,12.36715568,9.754859205,6.513012193,6.151490281,9.699796014
6/5/1988,0.678916926,0.020682188,0.000463158,0.037670304,0,0,3.390678573,0.80339604,0,2.547909657,0.790972946,0,0.006551433,0.725727667
6/6/1988,0,0,0,0,0,0.176100029,0,0.000186748,0,0,0.427753096,0,0,0
6/7/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/8/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/1988,0.156916203,0,0,0,0,0,0,0,0,0.012210504,0,0,0,0
6/10/1988,0,0,0,0,0,0,0,0,0,0,0,0,0.052438181,0.166603828
6/11/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/12/1988,0,0,0,0,0,0.510512164,0,0,0,0,0,0,0,0
6/13/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/1988,0,0,0,0,0,0.315760547,0,0,0,0,0,0,0,0
6/15/1988,0,0,0,0.137907574,0,0.506733237,0,0,0.047241171,0,0,0,0,0.013446791
6/16/1988,0.00849191,0.08477622,0,0.001936591,0.085718931,1.614077165,0,0,0,0.086668241,0,0.335692324,0,0
6/17/1988,0,0.427428572,0,0.166951057,1.721672445,1.523329491,0,0,0,0,0,1.161838984,0.093589981,0.07383089
6/18/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19/1988,0,0,0,0,0,0,0,0,0,0,0,0,3.175882331,3.924740677
6/20/1988,0,0,0,0,0,0,0,0,0.173491425,0,0.031587433,0,6.066207341,5.953920342
6/21/1988,0.035310614,0,0,0,0,0.013069118,0,0,0,8.71E-05,0,0,0.006769379,0.127049475
6/22/1988,0,0,0,0,0,0.004553235,0,0,0,0,0.046974603,0,0.136877649,0.243746636
6/23/1988,0.05535227,0.902466101,0.091215789,0.000580771,0,0,0,0,0,0,0.302154176,0,2.045677034,2.909220715
6/24/1988,0.067469814,0.063382007,0.099384209,0.393412285,0,0.021393778,0,6.22E-05,11.5869546,0,1.426014126,0.702908283,0.375226281,1.497988364
6/25/1988,3.305655949,0,0,0.002714947,0.161890495,3.418972632,5.286972156,2.606000832,4.212356197,3.456157197,1.339234668,0.069454534,4.764008402,6.431781249
6/26/1988,16.42042865,12.66761708,16.35754219,16.45772403,9.309364497,12.12801347,18.45145174,14.72300589,14.74711807,21.93100324,6.451736897,5.659509616,7.012422302,10.30024418
6/27/1988,4.793396218,0.081657323,5.79E-05,1.170632435,2.177530513,14.52127406,11.16673696,10.09344309,0.237051463,10.64627055,3.278716352,0.41398479,0,0
6/28/1988,0.05010716,4.270011744,0.000126316,1.575279432,0.855908192,10.00185028,0,0,0.380629671,0.02226717,0.387789775,0.421969779,1.33621437,0.58877758
6/29/1988,0.363084702,1.451083635,0.000421053,1.058630538,0.23564909,2.334783989,0,0,0,0.004433076,0,3.375553657,6.195283321,0.572735604
6/30/1988,0,0,0,0,0,0.748703866,0,0,0,0,0,0,0,0
7/1/1988,0.305254166,2.5199322,0,0,0,6.492847595,0,0,0,0.022992287,0.028891426,0.190275357,0,0
7/2/1988,0.516769805,4.523636108,0,1.075188085,0.105958841,11.69462277,0,0,0,1.649285913,0,0.624596472,0,0.09706932
7/3/1988,2.719453934,13.42638154,1.956010543,11.44094406,1.345014669,6.425816022,0,0,0,0.446378091,0,8.765107188,0.396003053,0.22460413
7/4/1988,1.687202069,4.627739619,2.248565794,1.234613097,15.32040516,2.053375203,0,0,0.794318866,0.00714728,2.80368002,4.813852688,8.083550811,7.691284475
7/5/1988,0.041339955,0.567012202,2.386681582,0.082956349,0,0.01417285,2.01726683,0.949306963,7.447629638,0.101292303,7.334610747,0.077251689,27.80232226,23.18340439
7/6/1988,1.42762014,0.061814195,2.11E-05,1.640504712,0,0.220955717,9.752876543,4.798458995,3.201196784,4.295434175,3.919985466,0.030415328,5.362952218,6.874052689
7/7/1988,0.033152922,0.461023509,0.014821052,0.791031745,0,0.629415446,13.91159772,4.693050176,0.062560041,1.228123717,0.710476783,0,4.429918651,7.284917783
7/8/1988,0,0,0,0,0,4.453008696,0,0.009638954,0,0,0.026364958,0,8.466353179,8.419012358
7/9/1988,1.365647487,0,0,0.17343502,0,2.199642423,0.57149229,0.208102087,0,2.251323257,0,0,0.119895948,0.649712931
7/10/1988,0.086215287,0.553807414,0,0.811373187,0.206363491,7.812907914,0.667537174,0.257425645,3.513181646,0.032580408,1.677344129,3.287321187,0.001310889,0.017307447
7/11/1988,18.92952098,4.942468358,0.290757895,8.73774223,35.01063917,14.57261973,10.4040822,8.225345155,1.739144299,14.13847524,1.388281785,17.53555103,0.02980636,0.061686903
7/12/1988,16.56708137,20.09362024,9.373515763,20.33620404,16.74099053,1.499693428,37.36911067,18.52045365,12.00721696,19.86155676,6.97333747,21.1676716,2.410080947,7.289859594
7/13/1988,8.028016784,1.238037525,6.429584192,5.350352164,1.635319607,0.0249987,3.038275218,2.971535482,14.51217768,5.294093588,2.688968252,0.138174786,12.45280699,11.50498032
7/14/1988,0.000175078,1.58E-05,0,0,0,0,0,0,0,0,0,0.001491838,0,0
7/15/1988,3.33319733,1.025598094,0,0,0,0,0,0,0,4.636574833,0,0.068422278,0,0
7/16/1988,0,0,0,0,0,0,0,0,0,0,0,0,0.023651648,0.050064577
7/17/1988,0,0,0,0,0,0.642270093,0,0,0,0,0,0,0,0
7/18/1988,0,0,0,0,0,0.059131236,0,0,0,0,0,0,0,0
7/19/1988,0,0,0,0,0.009470064,1.462767739,0.065363612,0.707266562,0,0.120020989,0,2.044480433,0,0
7/20/1988,3.665237563,0.477918177,0.313092105,0.368041501,4.928120688,5.607323189,22.48177348,14.92958365,2.297104942,8.545145602,0.622187391,1.754755787,2.911604973,4.235437245
7/21/1988,3.42521161,0.053974232,0.022510526,2.141651778,0,0.000285484,17.51806172,10.72174712,0.076722503,5.752370017,4.17508545,0,4.351408723,2.068288035
7/22/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/23/1988,0,0,0,0,0,0.130434087,0,0,0,0,0,0,0,0
7/24/1988,0,0,0,0,0,0.030789754,0,0,0,0,0,0,0,0
7/25/1988,0.001078544,0,0,0,0.003194008,0.940944734,0,0,0,0,0,0.29954763,0,0
7/26/1988,0,0,0,0,0,1.015961729,0,0,0,0,0,0,2.092250771,3.334564618
7/27/1988,0.000191681,0.000444846,0,0,0,0.09575069,0,0,0,0.087725484,0,0.008146922,3.282623588,7.06E-06
7/28/1988,0,0,0,0,0,0.017824021,0,0,0,0,0,0,1.809872051,1.461470809
7/29/1988,0.001894772,0.43286483,0,0.003113013,0,0.012070486,0,0,0,0.073592529,0.047933015,0.002676195,0.849322664,0.228594445
7/30/1988,0.2980032,0,0,0,0.45103268,1.006481248,0.177477698,0.001085904,0,1.261404579,0,0,0.553650442,0.514303276
7/31/1988,1.060222774,0,0,0.035191385,0.07458762,0.214942593,1.85634494,2.511069314,0.354049441,0.384864893,0.820614492,0,0.172487997,0.046857258
8/1/1988,0.040414453,0.101268536,0.009878947,0.185058283,0,0.017904845,0,0.094025454,0,0,0.54471732,1.780373703,0.003862764,0
8/2/1988,0.05721112,0.060375226,0.077671052,0.38034433,0.233810844,1.299538204,1.631151662,0.800432977,0.860623612,0.119741853,0.029952944,0,0.064921961,0.082308455
8/3/1988,1.078889455,1.651041136,1.252928943,1.426555467,0.759281337,1.594464805,2.280018922,1.85590675,9.137205896,2.108046591,1.094394156,2.417073686,1.141623443,4.77530372
8/4/1988,0.86292109,0.101568716,0,0.233539599,0.389193903,0.000913835,0.03326034,0.736450409,1.513209886,0.282246708,0.07237077,0.069532879,1.26475363,1.392851138
8/5/1988,0,1.119540687,2.08784211,0,0.265520607,1.022136792,0,0,0,0,0,0.046260736,3.695617795,6.099461695
8/6/1988,0.276198982,0.000240958,0.00181579,0.569864001,0.721596738,0.849059435,0,0,0.007172553,0,0,4.29E-05,0.563330655,0.903924726
8/7/1988,0.038270949,0,0,0.247741815,0,0.000395931,0,0,0.000365288,0,0,0.123385563,0.311254644,0.241982712
8/8/1988,0,0,0,0,0,0.030094164,1.151668021,1.11217873,0,0.124396872,0,0,2.723727178,0.119476825
8/9/1988,0.059526685,0,0,0,0.020592846,0.574900955,0.045082454,0,0,1.327096907,0,1.320575638,0,0
8/10/1988,1.471811752,0.058557415,0,0.530676258,3.063503755,3.648969632,0.115271694,0.046090745,0,0.162212078,0,5.038888407,0.061301247,0.052473429
8/11/1988,0,1.091294756,0,0.272715361,0.388972116,1.246819702,0,0.011045788,0.784033297,0,2.373050992,4.672344767,37.14425046,13.22991625
8/12/1988,5.568903043,0.658044757,0.162413159,2.473948827,3.053205731,4.25270609,1.576455797,2.259093921,4.127027248,4.844270445,3.866658354,10.57794563,12.57985658,6.878716542
8/13/1988,0.386564539,1.279271254,0,0.439852845,4.313304409,0.89631862,0,0,0.711608475,0.558207669,1.582158329,1.417171379,0,0.039231299
8/14/1988,0.124990944,0.043679023,0.007384211,0,0,0.004114782,0,0,0,0.006412194,0,0,0.023662696,0.09828064
8/15/1988,0.078190655,0.556844932,0,0.094472967,0,0.146557855,0,0.004357449,0.139836528,0,0,0.047507704,0,6.89E-06
8/16/1988,0,0.002757685,0,0,0,0.051679606,2.648753729,1.274562185,0,0.040962275,0.067077711,0,0.157226161,0.117010964
8/17/1988,2.165906181,0.623584543,0,0.74324901,1.469742493,0.265762412,0.547329008,1.721942175,0.406372349,1.866003987,2.148785559,0.956061102,0.074422594,0.182358401
8/18/1988,0.000909503,0.149518534,0,0,0,1.014018016,0,0.000145248,0.144480323,0.000546199,1.015412779,0.216110929,4.985715397,2.549236008
8/19/1988,0.522674775,0.281629294,1.998844725,1.055318282,0.904509247,2.164133814,0.255093267,0.729100841,1.470509587,0.036876541,0.005943533,0.559303419,12.89548622,10.66658281
8/20/1988,0,0.005064647,0.023994736,0,0.003695687,0.920482444,0,0,0.132191726,0,0,0.377769946,0.010995922,0.255926274
8/21/1988,0.148916323,0.418390144,0,0,0,0.410197646,0,0,0,0.000261819,0,0.309721369,0.109508467,0.088602852
8/22/1988,3.44E-05,0,0,0,0,0,0,0,0,0.053597251,0,0,6.386491181,9.067757146
8/23/1988,0,0.025045208,0,0,0,0.105163243,0,0,0,0,0,9.83E-06,0.05431553,0.113543825
8/24/1988,1.437660596,0.003021248,0.011794737,0.3265563,0,0.388315784,0.253711813,0.011961543,1.910236128,0.608696675,0.31062556,0,3.404593328,2.773252223
8/25/1988,2.007301673,0,0,0.262417741,0,0.003421056,0.549453907,0.678701062,0.631867811,4.184589962,1.870991625,0,3.651862886,2.598191847
8/26/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/27/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/1988,0,0,0,0,0.001220878,0.564636855,0,0,0,0,0,0.083383269,0,0
8/29/1988,0,0,0,0,0,1.085285363,0,0,0,0,0,0.011898315,0.01701384,0.030945614
8/30/1988,0,0.003235533,0.003378947,0,0,0.305025969,0,0,0,0,1.146091628,0.31970006,2.47E-05,0.036259249
8/31/1988,0,0,0,0,0,0.070911971,0,0,0,0,0,0,0,0
9/1/1988,0,0,0,0,0,1.451388282,0,0,0.014639758,0,0,0,0.11976036,0.194234327
9/2/1988,1.449450612,0.000355787,0,0.54006903,0.039013168,7.322613392,0.160364962,0.014495781,0,1.335917418,0.018952322,1.30555072,0.071337203,0.401914773
9/3/1988,0.074906424,1.874404618,2.977765777,0.786054894,9.076081991,6.926800858,0.064206542,0.024811177,7.296621632,0,0.383827414,4.65113288,6.283033563,5.679931547
9/4/1988,0.371774633,4.472294302,4.734465827,0.435903191,0.261101454,0.510807019,1.150273045,0.61787384,6.634184648,0.548711898,4.163968582,2.295164559,8.792372506,5.997269424
9/5/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/1988,0,0.035591772,0.013371053,0.000392278,0,0,0,0,0,0,0,0,0,0
9/7/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/1988,0,0.1148481,0,0,0,0,0,0,0,0,0,0.678878578,0,0
9/10/1988,0,0.550410935,0,0,0,0,0,0,0,0,0,2.693700246,0.131535463,0
9/11/1988,0,0,0,0,0,0.067622842,0,0.014104302,0,0,0,2.141840613,0.861756222,0.328611932
9/12/1988,0.288568585,0,0,0,0,0.007858351,0,0,0,0.293806598,0,0.298426866,0,0.081728945
9/13/1988,1.108485572,5.42E-06,8.16E-05,2.019545315,0,1.53844026,1.888629357,2.839389974,0.042228052,1.910399812,0.128436094,0.552402151,0.33279935,0.42324667
9/14/1988,0,1.613366184,8.963228933,0,0.006704164,3.68420188,0,0,0.18867104,0,0,2.825326164,3.380548981,2.670267227
