,BELTON LAKE,LAKE WHITNEY,AQUILLA LAKE,LAKE WACO,PROCTOR LAKE,POSSUM KINGDOM LAKE,LAKE GEORGETOWN,GRANGER LAKE,LAKE LIMESTONE,STILLHOUSE HOLLOW LAKE,SOMERVILLE LAKE,LAKE GRANBURY,SAM RAYBURN RESERVOIR,B A STEINHAGEN LAKE
9/17/1998,22.31711695,18.43536304,26.29572899,27.84693982,2.76003465,0.164689282,11.39924846,14.8735441,4.43479112,17.59979117,7.097447254,3.607483446,0.945471348,2.507874179
9/18/1998,5.420108668,0.831031648,0.288134215,2.18046958,0.298663431,0.153767061,0.084731008,0,3.545560032,3.139745012,0,0.100213073,0,0.085971344
9/19/1998,0.011346897,0,0,0,0,0.111272542,0,0,0,0.001671127,0,0,0,0
9/20/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/1998,0,0,0,0,0,0.129553161,0,0,0,0,0,0,0,0.067254474
9/22/1998,0,0,0.007784211,0.422600034,0.437543315,0.085131806,0,0,0.156877901,0,0,0.000154396,0,0
9/23/1998,2.45E-05,0.397481918,10.35597634,1.442328464,0,0.07484892,0,0,0.007617558,0,0,1.548488813,0.769114957,2.881084351
9/24/1998,3.829850272,0.389122062,6.711181582,0.790872195,0,0.000218098,0.379240334,1.420616958,1.066358229,0.72140406,0,0.108788108,0,0
9/25/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/26/1998,0,0,0,0,0,0,0.181886997,0.066581823,0,8.39E-05,0.800085809,0,0,0
9/27/1998,0.018927795,0,0,0,0,0,0,0.108107622,0.026983855,0.045367018,1.610844224,0,0,0.004732443
9/28/1998,0.047808199,0.034166365,0,0.000431548,0,0.024456814,0,0,0.606632692,0.003258303,0.056595392,2.62E-06,0,0
9/29/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/1998,0,0,0,0,0,0.003042928,0,0,0,0,0,0,0,0
10/1/1998,2.45E-05,0.000862116,0,1.271152439,0,2.121673327,0.048442823,0.000755291,0,0.039987407,0,0.172434931,0,0
10/2/1998,0,0.270053796,0,0.000376157,0.198206003,13.04724952,0.409929714,0.096413059,0,0.246832468,0,8.427705043,0.753122951,3.110583213
10/3/1998,0,11.75083729,7.571918416,0.906604246,0.411498641,1.635509689,0,0,0.723395561,0,0.272644106,21.49728313,13.63558384,8.108085415
10/4/1998,1.325974704,0,0,0,0,0.454837835,0,0,0,5.111551008,0,0,1.054511379,1.790678732
10/5/1998,5.654340742,4.682035703,6.200981556,4.892435948,0.01159034,0.731835615,15.82372258,10.6484605,3.734609485,16.3289039,0.046423777,7.317450021,2.005795543,6.161236034
10/6/1998,34.41819673,28.15983902,47.81254978,31.0983387,14.05522634,1.340644243,60.05141631,68.99649334,75.34171947,36.10434391,60.29144137,11.00262539,38.26100156,49.89558212
10/7/1998,1.81E-05,0.905590877,0.83308421,0.004898314,1.651969937,0,0,0.193653341,2.037064582,0.0007524,1.982305028,0,15.4515642,10.77774536
10/8/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/1998,0,0.000165009,0.411884209,0,0,0.127715143,0,0,0.102824419,0,0,0,0,0
10/12/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/13/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/14/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/1998,0,0,0,0,0,0.009071011,0,0,0,0,0,0,0,0
10/16/1998,3.796518355,0.104912747,3.231647365,0.609433279,0.355926851,0.790247967,0.876615304,0.070165997,1.284371347,5.669791701,0,0.186850127,0.143182613,0.023477734
10/17/1998,13.89087631,2.521058316,1.665257893,7.105713019,8.927064045,3.620965676,75.99713186,44.6150534,2.317265382,28.30385962,30.30711231,5.458437996,6.819963044,6.965037492
10/18/1998,53.59256314,17.30488744,39.49168674,33.72772982,13.0535224,3.1621517,54.22555795,88.53265197,110.7091374,59.97982309,119.1136536,11.77791846,16.18450375,30.40712627
10/19/1998,1.145159984,0.534645114,0.481405261,1.597165597,1.693698886,0.182085787,5.63211679,7.092575772,1.797527745,3.260985889,24.67764513,0.865052124,20.50490831,37.1611614
10/20/1998,12.5762509,6.133253165,11.43747375,12.52831142,4.810246845,3.423951318,9.034017306,10.08904963,17.59176593,11.52490582,20.64169335,3.136250894,33.03564252,29.19447141
10/21/1998,14.38734276,19.65957956,20.23101579,19.26246404,8.627498014,7.171899426,3.340337924,4.340871487,16.31845912,7.873205334,16.21364817,10.5796843,11.81075006,8.849887492
10/22/1998,0.356228567,0.009754069,0,0.025147983,2.047848266,0.441549295,0.202608811,0.222469221,0,0.02177449,1.164160264,0.046266309,0.184955305,0.222982813
10/23/1998,0,0.156106239,0,0,0,0,0,0,0,0,0,0.875147511,0,0
10/24/1998,0,0,0,0,0,0.025178005,0,0,0,0,0,0,0,0
10/25/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/26/1998,0,0,0,0,0,0.003162988,0,0,0,0,0,0,0,0
10/27/1998,0,0.101639692,0,0.077213127,0,0.378273214,0,0,0,0,0.710929346,0,0,0
10/28/1998,0.574601849,0,0,0.264304729,0,1.568526971,0.620692081,0.85228109,0,0.223366389,0.61185454,0,0,0
10/29/1998,0.000246317,0,0,0,0,0.03582661,0.107558799,0.030529811,0,0,0.252948584,0,0,0
10/30/1998,0,0.072971971,0.648436842,0.002852183,0,0.457889543,0,0,0,0.002755653,0,0.018759916,0,0.001669918
10/31/1998,1.892505441,0.065605788,0,4.124622624,14.70935866,19.38779121,0.296718033,0,0,0.481306469,0,13.70171774,0,0
11/1/1998,29.06825978,24.05388967,19.50008425,19.74247309,33.86614857,23.11560307,34.60012971,37.18901942,11.77000001,31.04124611,15.23206496,24.21586768,0.008760822,2.588730326
11/2/1998,1.096160951,5.359793412,15.46914476,3.231880371,0.139780881,0.339003133,1.910689369,2.877350948,24.45578902,0.96336114,4.047620925,0.671761293,29.28738587,26.17212666
11/3/1998,0.1648213,4.34E-05,0,0.509892939,0.269882178,0.073050285,0.048586105,0.030740075,0,0,0,0.00046581,0,0
11/4/1998,1.880409026,0.040984629,0.474807897,2.252940642,0.90272219,0.04773378,0.014068667,0.002077742,1.072574164,0.042563618,0,0,0,0
11/5/1998,0.529321722,0.307091322,0.03053421,2.660119451,0.182141068,0.316049565,0.040224385,0.033515009,0.174366297,0.254007555,2.77E-06,0,0.10491915,0.008261301
11/6/1998,0.290397851,0.394837251,0,1.435244714,0.005665085,0.015662902,3.155720472,0.969551783,0,0.377413294,0,0.129191961,0.004153024,0.017557178
11/7/1998,1.546098767,1.982695289,2.044334215,2.21392733,0.419692915,0.148380522,2.043628003,2.249661102,3.645304745,1.412508531,2.138573102,0.450983412,2.45217885,3.940991523
11/8/1998,0.849452425,1.196855336,2.245534214,1.497276788,0.063531482,0.108338883,1.297575027,1.216375709,3.706706369,0.819133217,4.248160679,0.074279486,11.23424943,9.049438995
11/9/1998,0.55025145,0.660415913,1.281868424,0.636049521,0.223034067,0.285948779,0.27209516,0.048284687,0.11076993,0.510004722,0.442026848,0.7556897,0.39018641,0.245933842
11/10/1998,4.223533267,3.714219266,6.821186833,3.741404179,0.057847204,0.742096724,0.65994863,0.875760134,5.701489411,2.514333371,2.118539204,1.083905456,9.610252296,10.06511201
11/11/1998,0,0.216824591,0.017436842,0.000624173,0,0,0.019042984,0.453686534,0,0.032626055,0,0,0.094747604,0.0414254
11/12/1998,4.196340254,5.042587228,0.279939476,8.537977422,9.426642297,0.80963889,1.793281972,1.538428552,0.710914232,2.995892239,21.35423995,5.631820608,2.881990031,10.71144326
11/13/1998,18.17523424,67.94099903,90.32897355,21.56819861,22.77141868,2.151752633,6.679151095,16.19712126,63.22886082,14.90766933,52.21705644,26.32323577,70.05033012,81.17247058
11/14/1998,3.453425806,4.125235542,3.031855261,8.110918879,1.042986617,0.120934384,6.416791038,5.659464671,4.091004038,6.239291689,19.04325093,0.970436307,36.49556695,34.41901956
11/15/1998,4.045617907,0.99521836,2.858821049,3.445720069,0.002239164,0.017371346,16.92464731,22.21055613,7.00709889,4.577546043,33.340973,0.000806399,11.66921802,13.98145955
11/16/1998,0.591030851,0.008235985,0.19735263,0.047636409,0.082422562,0,0.09397675,0.332567435,0.009023209,0.835314544,0.015126981,0.004322101,0.183547999,0.94637663
11/17/1998,0,0.002243219,0,0,0.001759343,0,0,0,0,0,0.000970175,0,0.003541771,0.016753834
11/18/1998,0,0.007789331,0,0.00020296,0,0,0,0,0,0,0,0.002245132,0,0
11/19/1998,0.00375483,0,0,0,0,0,0,0,0,0.00931476,0,0,0.0023502,0.019968048
11/20/1998,9.06E-07,0.163784811,0.84008684,0.025030589,0,0,0.719029476,1.600748363,0.280387487,0.609200378,0.104718704,0,3.851677488,2.626246303
11/21/1998,0.082611085,0,0,0.000391038,0,0,2.039518787,2.556967764,0.05564783,0.762970246,1.048590405,0,0.317992889,0.056261099
11/22/1998,0,0,0,0,0,0,0,0,0,0,0.006773234,0,0.009615532,0.134510628
11/23/1998,0,0,0,0,0,0,0,0.002704385,0,0,0.079063732,0,0.003160717,0.133887562
11/24/1998,0,0.01980425,0,0.00020296,0,0,0,0,0,0,0,0.006897987,0.002247554,0.002007769
11/25/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000931488
11/26/1998,0,0.00111302,0,0,0,0,0,0,0,0,0,0,0,0
11/27/1998,0.00596746,0,0,0,0,0,0,0,0,0.028379768,0,0,0,0
11/28/1998,0,0,0,0,0,0.002091477,0,0,0,0,0,0,0.000709077,0.000621216
11/29/1998,1.983739736,0.54200859,0,1.840383193,0.392619824,1.860758558,0,0,0,1.206599504,0.001963878,1.767080246,0,0.016022299
11/30/1998,4.699786281,14.08575496,17.56080776,12.03683697,2.099583089,3.029928939,1.678364417,0.836198647,12.91869222,1.730045128,0,5.245703138,7.319716966,8.431944208
12/1/1998,0,0.314238243,0.026673685,0.001319031,0,0,0,0.012979665,0,0,0,0,2.632492417,1.043443767
12/2/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/3/1998,0.558820332,0.556768085,0.003978947,0.338035303,0.413829502,1.302824338,0,0,0.085798183,0.504497087,0,3.133965456,0.111264889,0.081536392
12/4/1998,8.734679426,21.30417767,49.06788422,13.88121772,5.638986503,4.688109653,5.420662321,5.611991978,6.19014834,5.896773702,0.143981732,9.029634511,0.422996804,1.596482245
12/5/1998,0,1.174981906,0.368815794,0.033039434,0,0.088406515,0,0,0,0.000103363,0,0,5.033358972,4.305494753
12/6/1998,0,0.35657188,0.008892105,0,0.614941623,0.0470531,0,0.007709227,0,0,0.503775521,0.326482003,0.015563747,0.345024216
12/7/1998,0.356941258,0.918920884,0.351050002,0.512177992,0.520479288,0.191077396,0.068345498,0.185993913,1.613277499,0.21270371,2.273306344,0.432599817,14.09306394,11.41664537
12/8/1998,0.254057291,1.874593575,5.148260529,1.106818784,0,0.03104439,0,0,1.061519674,0.24428249,3.261681564,0.475381237,18.52497779,15.09030292
12/9/1998,0.732390722,1.437820073,0,4.298220892,1.553367813,0.020400787,0.029594485,0,0,0.033335431,0.007240329,0.522385761,0.002918064,0.003375656
12/10/1998,30.72896039,16.33928026,22.81158169,24.13780179,6.944961897,0.854477658,24.37707219,23.0438069,31.97331969,33.58258993,14.57665701,6.547590624,15.54725406,21.5181863
12/11/1998,15.14507545,18.85165507,26.00100529,18.15282201,10.64216133,3.542091478,25.64275224,21.58409192,29.10427854,19.04903771,37.45867776,12.45096242,41.1766499,35.6681809
12/12/1998,2.382101543,7.770863945,13.26463158,2.564035634,4.261618047,3.121824922,1.145287908,2.27750864,6.597900078,1.843484441,17.15784859,7.546987798,28.53512481,27.64009134
12/13/1998,0,0.189767629,0,0,0,0,0.017780481,0.039562872,0,0,0,1.196164031,0.015072615,0.144925501
12/14/1998,0,0.044720162,0,0,0,0,0,0,0,0,0,0.247432965,0,0
12/15/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/16/1998,0,0,0,0,0,0.107852417,0,0,0,0,0,0,0,0
12/17/1998,0.013639821,0,0,0,0,0.010005542,0,0,0,0,0,0,0,0
12/18/1998,1.045144589,2.29994936,0.013347368,2.306092102,2.283820443,1.004971383,0,0,0.415736627,0.47156409,0.182370079,5.276949787,6.31E-05,1.217726358
12/19/1998,4.195850948,9.386884252,18.3608315,5.327411146,5.735986595,1.854741123,3.076404426,1.911762348,8.635829485,2.929617507,1.331879459,8.235908015,11.49353634,9.958299314
12/20/1998,1.105446454,0.383530289,0,0.422320188,1.100544866,0.230429526,0,0,0.04689001,0.019932316,0.165250156,0.606813412,0.007573469,0.011839769
12/21/1998,0.019165962,0.280731012,0.51681842,0.084587467,0.020511809,0.0627879,0.122146527,0.325035274,0.02332997,0.294284066,0.23626185,0.054331279,0.381704999,0.389478676
12/22/1998,0.001940051,0,0.003842105,0.028932292,0,0.040667782,0.332570963,0.108543368,0.000233098,0.002235164,0.012693239,0.038156428,4.170827786,2.255503495
12/23/1998,0.214718969,0.266201175,0.039457894,0.079075314,0.08194434,0.00021648,0.467472286,0.176072762,0.041077699,0.009853088,0.771296102,0.11744837,1.649524936,1.505114694
12/24/1998,0.801118388,0.006568716,0.566702632,0.056891534,0,0,0.308802379,0.093126297,1.043038341,1.098421741,0.364805203,0,5.391613407,6.017998112
12/25/1998,0.05490099,0.032876583,0.002439474,0.285547288,0,0,0.006612598,0,0.195467205,0.158370324,0,0,0.436909186,0.653333111
12/26/1998,0.008790751,0,0,0,0,0,0,0,0,0.020421323,0,0,0,0
12/27/1998,0.02533929,0,0,0,0.015532334,0,0,0,0,0,0.002853782,0,0.014709439,0.15407961
12/28/1998,0,0,0,0,0,0,0,0,0,0,0,0,2.818962294,1.236097304
12/29/1998,0,0,0,0,0,0,0,0,0,0,0.018824303,0,0,0
12/30/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/1998,0.000738046,0,0,0,0,0,0,0,0,0,0.05039236,0,0,0.006270348
1/1/1999,0.005407812,0.169731916,0.037671052,0.003396164,0.017273551,0.114888695,0,0,0.442469223,0.002256152,1.560869847,0.208612731,7.54207642,4.926632414
1/2/1999,0.015314236,0.010241863,0.308192107,0,0,0.073729788,0,1.398608397,22.36527948,0.015568498,5.36334163,0.06889071,52.09440388,40.08427011
1/3/1999,0,0,0,0,0,0.008566938,0,0,0,0,0.003166563,0,0,0.054645668
1/4/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/1999,0.026247887,0,0,0.138046048,0,0,0,0,0,0,0,0,0,0
1/6/1999,0,0,0,0,0,0,0.005433901,0.000803707,0,0,0,0,0.018003736,0.040502321
1/7/1999,0,0,0,0.009344825,0,0.000207897,0,0,0,0,0.00366549,0.006178784,1.815270265,1.752235298
1/8/1999,6.04E-07,0,0,0,0,0,0.028899703,0.00426615,0,0.071501653,0.003235762,0,2.744206248,2.917087136
1/9/1999,0,0,0,0,0,0,0,0,0,0,0,0,0.734731132,0.803121722
1/10/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001418673
1/11/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/12/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064565956
1/13/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/14/1999,0,0,0,0,0,0,0,0,0,0,0.226625839,0,0.011529438,0.238407944
1/15/1999,0,0,0,0,0,0,0,0,0,0,0,0,0.036279654,0.039536526
1/16/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/17/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/18/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/1999,0,0,0,0,0,0,0,0,0,0,0.081182618,0,0,0
1/20/1999,0.007352994,0,0,0,0,0,0.048264396,0.010839674,0,0,0,0,0,0
1/21/1999,0,0,0,0,0,0.02963065,0.005433901,0.000803707,0,0,0,0,1.181897439,0.552214447
1/22/1999,1.800994331,0.010590868,0.044113159,1.898318858,0.170439835,2.023339202,1.367174905,3.993300603,10.46212818,0.959986357,5.716111692,0.351739002,26.19799031,19.27850413
1/23/1999,0.009117363,0,0,0,0.089818201,2.139179691,0,0,0,0.003834409,0.003166563,0.073499639,4.096456219,2.96188871
1/24/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/25/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/26/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/1999,0,0,0,0,0,0.037434759,0,0,0,0,0.537742717,0,0,0
1/28/1999,5.053399249,3.161131553,1.090242107,8.882736844,7.28953298,4.603327531,0.277607461,0.102243741,1.403246202,1.62782307,2.23250847,8.157353643,2.466570107,0.241820093
1/29/1999,24.18543195,26.51846065,41.03740263,24.63792829,24.39213513,20.15011169,1.900675853,2.283787532,62.10193119,13.58652396,5.212329264,20.00125682,100.8706321,88.49488028
1/30/1999,3.479745531,6.131334988,9.070855301,5.517554565,6.337578508,13.53621926,1.785817803,3.399586401,17.71614728,1.930504754,3.640550826,6.312351351,52.77469706,45.16088183
1/31/1999,0,2.048652359,0,0.570980904,0,0.464016401,0,0,0,0,0,0,0.332611133,6.947177785
2/1/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/4/1999,0,0,0,0,0,0,0,0,0,0,0,0,0.012948999,0.057104467
2/5/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/6/1999,0,0.001160036,0,0,0,0.04001079,0,0,0,0,0,0.814212287,0,0.014456814
2/7/1999,0,0.080467902,0,2.85E-05,0,0.444581975,0.265782645,0.099822936,0,0.000176295,0.003787281,0.483238051,0.203336078,0.10560154
2/8/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/1999,0,0.000305154,0.170239474,0,0,0,0,0,0,0,0,0,0,0
2/11/1999,0.158447537,0.139411393,0.001278947,0.145942461,0.044765154,0,0.16932144,0.047147601,0.021833501,0.153943544,1.049861601,0.094417164,0,0.196818076
2/12/1999,0.163892477,0.203155062,0.892218423,0.214469247,4.80E-06,0,0.605031092,0.834263383,0.598392534,0.670635917,0.538193899,0.012284796,5.68729548,4.763579808
2/13/1999,0,0,0,0,0,0,0,0,0.191764883,0,0,0,0,0
2/14/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/15/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065974034
2/17/1999,0,0,0,0,0,0,0,0,0,0,0.01089198,0,1.116688625,0.999210445
2/18/1999,0,0.042290234,0,0.194161293,0,0,0,0,0,0,0,0,0,0
2/19/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029182699
2/20/1999,0.000917955,7.23E-06,0,0,0,0.001011824,0,0,0,0.001035731,0,0.035823444,8.64E-06,0.282075711
2/21/1999,0,0.184947559,0.0146,0,0,0.004827292,0.003344147,0.007536312,0.232265389,0.002308621,0,0.514614173,7.957061641,4.933584692
2/22/1999,0,0,0,0,0,0,0,0,0,0,0,0,0.001948456,0
2/23/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/1999,0.013676044,0,0.002344737,0,0,0,0,0,0.038743693,0.015816674,0.977184965,0,0.001888195,0
2/27/1999,0.824446992,0,0,0.19950314,0.002791491,0,3.611532847,1.294707424,0.273512613,1.527956341,0.328777938,0,0.256073358,0.818959874
2/28/1999,0,0.001039783,0,0,0,0,0,1.24E-05,0,0.143404691,0.071770811,0,2.422156963,2.855050785
3/1/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/1999,0,0,0.004263158,0,0,0,0,0,0.052948536,0,0,0,0.002370287,0
3/3/1999,0,0,0,0,0,0,0,0,0,0,0,0,3.001002149,0.661714483
3/4/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/5/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/6/1999,0,0,0,0,0,0,0,0,0,0,0.000589579,0,4.550528493,3.508592762
3/7/1999,0.225639641,0.157390145,0,0.522160632,5.613802843,2.857662027,0,0,0,0.030291201,0,3.762769298,0,0.380535451
3/8/1999,7.035322096,5.873225124,2.434057904,8.592736434,9.670219084,12.29049908,6.299772858,4.556410279,2.003402615,4.25089354,2.200603423,10.46658495,0.176136433,0.62653841
3/9/1999,10.09972501,12.26995254,8.45304477,5.989650709,2.185350008,0.226091252,6.089645897,8.794179007,18.78386884,11.22705599,6.125782291,11.47691733,17.02354959,13.22130046
3/10/1999,0,0.142627034,0,0.015643601,0,0.632092213,0,0,7.97E-05,0,0,3.005615944,0.001550128,0.194764732
3/11/1999,0.044392357,0.061954792,0,0.178255208,0.218566403,2.441802023,0,0,0,0,0.349057504,0.961776702,0.428285158,0.760476086
3/12/1999,4.756038403,1.841294302,1.888560542,4.161516634,1.635291358,8.021841843,2.507585826,2.754149958,3.080299701,3.793631346,18.87153972,4.291986496,4.185766636,7.619906653
3/13/1999,12.10841918,6.681443938,14.80352888,8.080400949,2.162927972,5.201905302,28.13142744,22.07012857,13.50620183,22.09335066,24.91146907,4.98960467,43.25126989,46.10988363
3/14/1999,0,0.473008589,0.008513158,0.000331101,0.001599403,0.004747988,0,0,0,0.001888871,0.004942219,1.366428901,1.183714116,0.912470233
3/15/1999,0,0,0,0.231656334,0.674537512,0.132518453,0,0,0,0,0,0.297236934,0,0
3/16/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/1999,0.123970356,0.057251808,0,0.366869213,7.875451833,2.377476349,0,0,0,0,0,6.681043059,0,0
3/18/1999,13.68597593,7.754528028,0.012221053,9.578982727,26.84506692,18.00001741,2.206923486,0.533811038,0.120191726,8.814382691,2.744053686,23.12726512,0,0.00219511
3/19/1999,22.14281514,17.19699141,16.63065018,18.93582844,12.65202803,10.27768051,20.94647198,32.08902068,13.84804342,21.87028121,25.15159362,22.0806434,1.562169215,2.860016987
3/20/1999,0.073858066,1.49E-05,0.275413158,0,0,0.004982859,0.218853743,0,0,4.077254846,0.730260185,0,7.09198301,6.76159709
3/21/1999,0,0,0,0,0,0,0,0,0,0,0,0,0.000930639,0.054267624
3/22/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/1999,0,0,0,0,0,0,0,0,0,0,0.000179226,0,0,0
3/24/1999,0.127205083,0,0,0,0,0.001648807,0.025555555,0.623115227,0,0.162986515,0.319406961,0.038799581,0.275782696,0.051955805
3/25/1999,4.970871159,0.659949366,1.427407893,1.566072251,0.027217572,0.000154586,3.893614489,4.802958905,8.835013123,9.921418228,1.133388694,0.032990559,19.4808772,14.80181421
3/26/1999,8.15E-06,0,0,0.408214284,0,0.704984331,0.330159503,1.548882287,0,0.092783463,0.923931211,0.001639677,0.058117229,0.154149066
3/27/1999,0.893148393,1.037897827,0.001918421,0.808470568,6.194061385,4.172197019,0.006390916,0,0.021702321,0.970109133,0.187923327,6.633671079,0,0
3/28/1999,7.449524266,6.37594712,6.355352608,8.503352739,12.60690412,9.577822408,17.54532031,16.51716975,7.208977835,10.27557113,6.544598306,15.90723759,0.206004058,0.614609177
3/29/1999,0.101646945,0.101460217,0.013473684,0.409763973,0.001599403,0.559184694,0,0,1.054844599,0,0.251594354,0.001225333,5.738875924,2.858825668
3/30/1999,0.001857341,0.037987342,0.251721054,0.023373843,0,0.006475804,0.050981346,0.011153686,1.541608475,0.01472795,0.203138882,0.010508097,8.001420368,6.836251505
3/31/1999,0,0.133168625,1.192431585,0,0,0,0,0,1.124316849,0,0.390154314,0.00065397,0.501560975,0.817814308
4/1/1999,0,0,0,0,0,0.368432361,0.021678832,0.045718634,0,0,0.194900006,5.34E-05,0.002008718,0
4/2/1999,0.124110721,8.14E-06,1.05E-05,0.265864335,0,1.041503488,0.219337659,0.387030018,5.603067633,0.064981373,0.049754342,0,0.007570255,0.000533937
4/3/1999,8.286372864,4.827635634,3.011599993,3.918826064,0.849833126,1.648951735,0.007972425,0.032661502,0.717075686,5.963133423,0.480250501,2.121514122,0.581867103,7.970021166
4/4/1999,6.154874739,13.4974363,36.54382626,17.06675599,0.52370262,0.003567207,0.114949987,0.028629133,8.35988096,0.815500288,1.242257277,2.557854518,32.08922196,34.87404932
4/5/1999,1.327901771,1.032286173,4.264573697,2.907548361,1.288064722,0.204019637,0.718626655,1.408811734,12.91273371,0.141775014,4.390449796,0.496394152,8.717919385,6.799015882
4/6/1999,0,0.001033002,0,0,0,0,0,0.173310278,12.43374372,0,0.149620096,0,1.70597935,2.375848248
4/7/1999,0.479706893,0,0,0,0,0.024399188,0,0,0.227387488,0.001939241,0,0,0,0
4/8/1999,0,0,0,0,0,0.264216548,0,0,0,0,0,0,0,0
4/9/1999,0,0.233957052,0,0,0,0,0,0,0,0,0,0.794274897,0,0
4/10/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/11/1999,0,0,0,0,0,0,0,0,0,0,0,0,0.00221883,0.007645971
4/12/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/1999,1.726229776,0.138524864,0,2.782440891,11.01283893,9.275751911,0,0,0,0.605647722,0,5.638531779,0,0
4/14/1999,8.745829535,8.389640169,4.150144763,7.953845061,13.36749374,15.03947786,6.638810537,5.2361613,8.741182644,6.296623114,9.699426368,19.4004065,0.750079146,3.659327665
4/15/1999,0.016822929,0.173257234,0.792963155,0.336603006,0.719405006,0.370613343,0,0,0.805724524,0,0.018520518,0.349842323,19.83866742,16.46806908
4/16/1999,0,0,0,0,0,0.002206583,0,0,0,0,0,0,0,0
4/17/1999,0,0,0,0,0,4.95E-06,0,0,0,0,0,0,0,0
4/18/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/1999,0,0,0.007710527,0,0,0,0,0,0.115709385,0,0,0,0,0
4/20/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/21/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/22/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/1999,0,0,0,0,0.038584529,0.004761132,0,0,0,0,0,0,0,0
4/24/1999,0.032550109,0.007751808,0,0.129486608,0.214180839,1.406434803,0,0,0,2.94E-05,0,0.263748114,0,0
4/25/1999,1.664907027,3.595591327,0.269984209,2.853146916,13.46001062,10.993303,3.210383889,2.007309447,0,0.926022349,1.791069825,14.37294464,0.095487817,0.390762646
4/26/1999,13.05112776,8.49640237,0.432968421,10.62075765,17.49727728,10.44671244,27.2718089,24.45034999,1.860878904,13.77985412,5.966854897,16.18138237,1.377200454,4.147616887
4/27/1999,9.556472184,12.33155609,26.67916569,9.889195171,0.67882817,0.072574363,21.12262233,25.77462436,31.08456399,11.95342045,7.363107749,3.301346634,19.9411572,20.47148895
4/28/1999,0,0,0,0,0,0.366338678,0,0,0,0,0,0,0,0
4/29/1999,0,0,0,0,0,5.673828906,0,0,0,0,0,0,0,0
4/30/1999,0,0,0,0,0,1.595082271,0,0,0,7.35E-05,0,0,0,0
5/1/1999,1.108510627,1.194691227,0.120378948,0.867599619,3.267762974,16.54667248,1.685385237,1.916991284,0,1.924534342,1.219608335,4.866787845,0,0
5/2/1999,1.678416141,2.529602633,0.264802632,1.846401702,3.778363288,14.79646031,0.011303055,0.075832065,0.114588294,0.79767564,0.127157982,6.843817957,0,0.576101508
