,Soil Moisture at 0-40_BRAZOS,percent_full_BRAZOS,Soil Moisture at 40-80_BRAZOS,Soil Moisture at 0-80_BRAZOS,Soil Moisture at 0-40_NECHES,percent_full_NECHES,Soil Moisture at 40-80_NECHES,Soil Moisture at 0-80_NECHES
1980-11,0.3066749128037243,88.4,0.3306016592185986,0.3186382860111614,0.1829501449672389,73.6,0.2069731022756533,0.1949616236214461
1980-12,0.324846015897656,88.1,0.339328735235427,0.3320873755665415,0.2172390868011383,70.3,0.2083267726705253,0.2127829297358318
1981-01,0.3135837219851514,88.1,0.3379979292332825,0.3257908256092169,0.2237872342856428,67.4,0.2091612740851788,0.2164742541854108
1981-02,0.3098080696986257,86.9,0.3336807765965203,0.321744423147573,0.2445613936981017,65.7,0.2176226238607255,0.2310920087794136
1981-03,0.326301581062011,86.8,0.338443784347558,0.3323726827047845,0.251041525155662,68.1,0.2269540277205467,0.2389977764381043
1981-04,0.3199688743550793,88.7,0.3386360415287129,0.3293024579418961,0.2329260809389773,69.1,0.2221628662374793,0.2275444735882283
1981-05,0.3157860654647599,90.8,0.339430602921557,0.3276083341931585,0.2510440315973316,68.1,0.2201698484182041,0.2356069400077678
1981-06,0.3286671273868101,91.6,0.3482904077484874,0.3384787675676488,0.2797074324316073,69.5,0.2606638399570806,0.2701856361943439
1981-07,0.2908434393096898,96.2,0.3392318157277662,0.315037627518728,0.2421405555282646,75.9,0.257227835257383,0.2496841953928238
1981-08,0.2739400018769398,94.2,0.327754614430807,0.3008473081538734,0.1860485925210022,75.3,0.2379276035476756,0.2119880980343389
1981-09,0.2783609995092052,92.6,0.3236643781224391,0.3010126888158221,0.204376996535808,71.2,0.227681213550044,0.216029105042926
1981-10,0.3223042896732305,90.9,0.3370985251456527,0.3297014074094416,0.2370135591990949,72.7,0.2282286391465759,0.2326210991728353
1981-11,0.3254054445216667,98.1,0.3483859937301939,0.3368957191259303,0.2582339438295491,72.8,0.2393947284868157,0.2488143361581824
1981-12,0.3188821941503733,97.3,0.3417146438294157,0.3302984189898945,0.2469487794455501,73.4,0.2388754123107775,0.2429120958781638
1982-01,0.310657313255316,97.0,0.3352700084935465,0.3229636608744312,0.2496016471809234,71.7,0.237079604523119,0.2433406258520212
1982-02,0.3163269235978188,96.6,0.333879795510725,0.3251033595542719,0.2661295059157396,71.9,0.2454419039383963,0.2557857049270679
1982-03,0.3153798954475352,97.7,0.3337659158241038,0.3245729056358194,0.2577729451217472,75.0,0.2460791653344282,0.2519260552280877
1982-04,0.3088473142621885,95.6,0.3311978062354364,0.3200225602488125,0.2747610106674918,78.2,0.2557981235513765,0.2652795671094341
1982-05,0.3381406494042608,95.0,0.341663622993031,0.3399021361986459,0.28356799656851,95.6,0.2857010119370262,0.284634504252768
1982-06,0.3318112469650925,97.7,0.3521787160871863,0.3419949815261394,0.2439738968823799,99.5,0.2665109632730845,0.2552424300777322
1982-07,0.3070952804021309,98.1,0.3493327912618327,0.3282140358319818,0.2242098472452155,98.8,0.2545226380129261,0.2393662426290708
1982-08,0.2778396638295972,97.1,0.3351000393430465,0.3064698515863218,0.1778587109015376,95.9,0.2349438679453414,0.2064012894234395
1982-09,0.2687727377455095,95.8,0.3262918521597825,0.297532294952646,0.1563539535718119,90.4,0.2198772405629856,0.1881155970673987
1982-10,0.2722937887101226,93.4,0.3210078605846035,0.2966508246473631,0.1871638929226264,84.1,0.2122162470730759,0.1996900699978511
1982-11,0.2851853626595881,91.6,0.3177955262889072,0.3014904444742476,0.2500830654049502,81.1,0.221601279896503,0.2358421726507266
1982-12,0.3199069769243733,90.8,0.3273799399097309,0.3236434584170521,0.3035416172764529,83.7,0.2885530487155797,0.2960473329960163
1983-01,0.3286128979331117,91.0,0.3356528006964633,0.3321328493147875,0.2982360017014003,99.6,0.313249000076103,0.3057425008887516
1983-02,0.3304346493671892,89.7,0.343112801748843,0.336773725558016,0.3118472310325804,99.3,0.3262698191415242,0.3190585250870523
1983-03,0.3253558370272202,90.4,0.3424781658632219,0.333917001445221,0.2997750401758972,99.7,0.3208921919340249,0.310333616054961
1983-04,0.3144291533059699,90.6,0.3397319176279456,0.3270805354669577,0.2794326235261699,99.3,0.3089560384267225,0.2941943309764462
1983-05,0.313339048852956,89.4,0.334556514558878,0.323947781705917,0.2847567771820621,99.6,0.3003371921119542,0.2925469846470082
1983-06,0.3030857306744751,93.5,0.3334249304997904,0.3182553305871328,0.2881963462137923,99.6,0.3107162875559009,0.2994563168848466
1983-07,0.2672837125400574,93.5,0.3234329160603209,0.2953583143001891,0.2514831215321914,99.8,0.2861140586805137,0.2687985901063526
1983-08,0.2470671326276896,90.7,0.3164287939281093,0.2817479632778994,0.2374253217594025,98.1,0.2682596608132889,0.2528424912863457
1983-09,0.2387352757754111,87.5,0.3116591273843738,0.2751972015798924,0.2198574996639148,96.3,0.257077281513453,0.2384673905886838
1983-10,0.2632926316494104,85.0,0.3115252799449716,0.287408955797191,0.2078878069311685,94.0,0.2451051366096722,0.2264964717704204
1983-11,0.2873438942474856,86.2,0.3188628513043979,0.3031033727759418,0.2240411455225727,89.5,0.2381136891268092,0.2310774173246909
1983-12,0.2810651063618283,86.2,0.3177922309870161,0.2994286686744222,0.2799336826301942,88.3,0.2753264123148385,0.2776300474725164
1984-01,0.2877506685115507,85.4,0.316495682067004,0.3021231752892774,0.2870952987168299,94.5,0.2930766105984123,0.2900859546576211
1984-02,0.286183229558522,85.8,0.3151605386069458,0.3006718840827339,0.2953249611526473,99.5,0.3048680001078617,0.3000964806302544
1984-03,0.2933752227638371,85.7,0.3147028691157774,0.3040390459398073,0.3007068597819711,99.6,0.3182672653540074,0.3094870625679892
1984-04,0.2857559188172935,86.8,0.3151620187142257,0.3004589687657596,0.2689824021912655,99.5,0.2952225336267313,0.2821024679089984
1984-05,0.2743262652820822,84.1,0.3104508034596355,0.2923885343708588,0.2511980938518339,99.5,0.2696337525615233,0.2604159232066786
1984-06,0.2626912775519821,79.9,0.3059394391259157,0.2843153583389489,0.2251082201053329,99.3,0.2538459687326816,0.2394770944190072
