,sm_initial,sm_difference,prec_rollingsum,sm_final,tmean_rollingavg
2006-01-07,0.303132635125,-0.0022155127499999816,0.0,0.300917122375,55.347613640563
2006-01-06,0.303303359,-0.0022844662500000057,0.0,0.30101889275,55.64791816099808
2006-01-10,0.3025179455,-0.0019043128749999805,0.0,0.300613632625,55.687155663107525
2006-01-09,0.302723259375,-0.002067770999999996,0.0,0.300655488375,55.49582491861442
2006-01-08,0.302917441,-0.002138715250000034,0.0,0.30077872575,54.86430843943696
1991-10-20,0.323734921375,-0.005002589624999998,0.0,0.31873233175,67.29925777168297
1996-02-27,0.311798530375,-0.0038160720000000037,1.9504817419637396e-06,0.307982458375,59.213726299713706
1999-11-18,0.279131333,-0.004239756250000004,4.685595627296842e-06,0.27489157675,63.7550335848019
1999-11-19,0.27865472525,-0.003923338750000005,4.685595627296842e-06,0.2747313865,64.45186200047011
1999-11-20,0.278254533375,-0.003670636000000005,4.685595627296842e-06,0.274583897375,64.60495590472321
1999-11-21,0.277857440625,-0.00341509012500002,4.685595627296842e-06,0.2744423505,63.830699308046384
1996-01-17,0.32026898262500003,-0.0039757046250000205,6.9367027064125934e-06,0.316293278,43.137940986974506
2001-10-29,0.298626773625,-0.0066931433750000435,1.006603576367336e-05,0.29193363024999996,63.58096126039215
2001-10-30,0.29764977875,-0.005920849000000006,1.006603576367336e-05,0.29172892975,63.52749648714241
2009-01-25,0.302771704375,-0.00250792900000002,1.1718403940849201e-05,0.300263775375,46.161861881655966
2009-01-26,0.302631376125,-0.0024467854999999927,1.1718403940849201e-05,0.300184590625,45.9536536424232
2016-02-22,0.35727710375,-0.006694846000000032,2.5862973216151806e-05,0.35058225774999996,56.277891564859615
2009-03-09,0.300321421625,-0.003165893499999961,3.252426959030239e-05,0.297155528125,59.04019988651873
2017-12-03,0.3247033695,-0.005201729124999999,6.264575425709292e-05,0.319501640375,54.155107649893445
2017-12-04,0.324194391375,-0.004729609249999989,6.678613129026616e-05,0.319464782125,54.941727155411904
1999-11-22,0.2774757125,-0.003144501125000032,7.703742217807244e-05,0.274331211375,63.366796121711566
2017-12-02,0.325556106,-0.0058585933749999985,7.779849782176221e-05,0.319697512625,55.19595793289086
1986-03-01,0.32938915337499997,-0.009104135624999954,8.597464556592392e-05,0.32028501775,58.01929186544424
1991-10-22,0.3228428955,-0.004529964875000014,9.622452676012676e-05,0.318312930625,67.7398858976159
1991-10-21,0.323269401125,-0.004745455750000016,9.622452676012676e-05,0.318523945375,67.51301523296814
2009-03-10,0.30002517775,-0.002666722999999982,0.00016821164222923548,0.29735845475,60.58058665821754
1987-10-14,0.3079264045,-0.00434720249999998,0.000179173117207737,0.303579202,64.50791218836858
1987-10-15,0.307355516375,-0.00379181675000001,0.000179173117207737,0.303563699625,64.28336583133984
1986-02-02,0.31864768987500003,-0.0022987222500000515,0.00020887896704806772,0.316348967625,51.0128726404655
1991-10-23,0.322448860625,-0.004199388625000022,0.0002234351918010795,0.318249472,68.02385145238489
1985-12-29,0.325721867625,-0.0022105723749999973,0.00022480865509344567,0.32351129525,41.762425790548924
1986-01-01,0.326842718,-0.004158484749999969,0.00022480865509344567,0.32268423325,44.03309619968339
1985-12-30,0.32641019625,-0.003057820624999985,0.00022480865509344567,0.323352375625,42.43247386739642
1985-12-31,0.326714121125,-0.0036716787499999626,0.00022480865509344567,0.323042442375,43.04004809109423
2006-01-05,0.303414307375,-0.0022884878750000226,0.00025915323390650276,0.3011258195,55.163584340166956
1986-02-28,0.3298303805,-0.009227749750000014,0.0003266254939903413,0.32060263075,57.59277711044085
1981-11-27,0.338889058625,-0.007311431625000031,0.00034201582313313087,0.331577627,58.030298092503365
1981-11-28,0.338249630625,-0.006988502875000024,0.00034201582313313087,0.33126112775,57.87124995649966
1981-11-25,0.340101040375,-0.007617623874999979,0.00034201582313313087,0.3324834165,56.23137818287879
1981-11-26,0.339506540875,-0.00748231912499997,0.00034201582313313087,0.33202422175,57.034546154165135
1981-11-24,0.340751099125,-0.007859638750000009,0.00034909164434463087,0.332891460375,55.25188447621408
1986-02-27,0.32918504825,-0.00814153350000002,0.00035520127157996726,0.32104351475,54.83365855043286
1995-10-20,0.329945624125,-0.00874310300000003,0.00035554044989390474,0.321202521125,66.4173267502896
1995-10-21,0.328951680625,-0.008075284000000016,0.00035554044989390474,0.320876396625,66.4539841029978
1995-10-22,0.327978296875,-0.007390002750000013,0.00035554044989390474,0.320588294125,66.31675298375342
1995-10-23,0.327130151875,-0.006789589500000026,0.00035554044989390474,0.32034056237499997,66.37752061833304
1995-10-19,0.33129241675,-0.00974607237499997,0.00036307520849547954,0.321546344375,66.36611533203157
1995-10-18,0.332907087875,-0.011028443374999974,0.00036323296804810246,0.32187864450000003,66.1417566348558
1981-11-29,0.337611383125,-0.00554531224999999,0.00044512649286164267,0.332066070875,57.3422300909077
1996-02-26,0.312151989375,-0.004058810249999989,0.00044544705727262915,0.308093179125,57.65594422314102
2003-12-09,0.3088081725,-0.003850779624999967,0.00047341185490619523,0.304957392875,48.88619279119972
2016-02-21,0.357966523,-0.009324918000000015,0.0005745212109590495,0.34864160499999997,54.45429967031841
2010-12-23,0.313829725375,-0.001776697249999959,0.0006233387945972508,0.312053028125,49.53123978779485
2010-12-24,0.313714357375,0.0011326775000000122,0.0006233387945972508,0.314847034875,49.763541519614186
1999-01-20,0.312136052125,-0.004434323875000035,0.0006666713676443262,0.30770172825,46.123799888292915
2009-01-27,0.302385099,-0.002197554125000001,0.0006778511546938256,0.300187544875,46.12738177982724
1991-10-19,0.324229399125,-0.005293359499999983,0.0006897273251931623,0.318936039625,67.13719895560828
1991-10-18,0.324829247,-0.005648810625,0.0006986908390144458,0.319180436375,67.2697659137349
1991-10-17,0.325528719375,-0.006094943500000005,0.0006986908390144458,0.319433775875,67.60072021953093
1999-01-21,0.3120340835,-0.0046391658750000175,0.0007142130083150874,0.307394917625,47.205891699671135
2009-01-24,0.30320049825,-0.0028255986250000364,0.0007173401659754241,0.30037489962499997,46.383673716750415
2009-01-22,0.303848159375,-0.0030432025000000085,0.0007175092656241184,0.300804956875,45.66412074252429
2009-01-23,0.3035464535,-0.0029625673750000026,0.0007175092656241184,0.300583886125,45.97147080112269
1996-02-28,0.311398732375,-0.0034855481250000153,0.0007506990689867552,0.30791318424999997,60.316806495610074
1988-10-24,0.295712955875,-0.0036003720000000183,0.0007652921618849299,0.292112583875,66.35952723503587
2000-01-26,0.2861989035,-0.003845319249999979,0.0007677827360399594,0.28235358425,53.11605397436164
2000-01-24,0.287183828375,-0.0045617661249999775,0.0007677827360399594,0.28262206225000003,54.64003921594915
2000-01-25,0.2866132435,-0.004126245500000014,0.0007677827360399594,0.282486998,54.0925099347445
1986-02-26,0.328419555375,-0.006862352000000016,0.0007871649412303688,0.321557203375,52.012375075474004
1999-01-19,0.3109605775,-0.002899627249999981,0.0009728275066700545,0.30806095025,44.673439920501146
1999-01-18,0.311275314625,-0.0028368390000000354,0.0009728275066700545,0.308438475625,42.865172524722524
1999-11-17,0.279710191125,-0.004628380624999984,0.0009774393415553086,0.2750818105,62.651497031930795
1999-11-16,0.280497941125,-0.0051998212499999585,0.0010020915793864937,0.275298119875,62.157805240604965
2020-10-19,0.32285678375,-0.004357614249999975,0.0010161615885550127,0.3184991695,69.65631758633415
2020-10-20,0.322461226375,-0.00413553350000001,0.0010161615885550127,0.318325692875,69.71746324453899
2020-10-21,0.322063338375,-0.00394210300000003,0.0010365376278950993,0.318121235375,69.08427918259675
2020-10-22,0.321662344125,-0.003748032750000019,0.0010365376278950993,0.317914311375,69.1312911565678
2012-11-27,0.28360296075,-0.0011632200000000203,0.0010717245382910637,0.28243974075,53.82974655290768
1999-01-17,0.312757472125,-0.003877878750000008,0.0011530387999293616,0.308879593375,41.31368174262673
1986-03-03,0.327757883,-0.007785557875000015,0.0011721268632607744,0.319972325125,58.224378780302004
1986-03-02,0.328764922125,-0.00883400537500001,0.0011721268632607744,0.31993091675,58.17290439974107
2020-10-23,0.32132031525,-0.0016110491249999859,0.0011863950762524339,0.319709266125,69.26761083912815
1999-01-22,0.311876159,-0.004430445374999981,0.0012722764745294614,0.307445713625,48.161760818635244
2014-01-08,0.32412545449999997,-0.007247351749999964,0.0013360291833763953,0.31687810275,38.44257531585866
2014-01-07,0.32375084925,-0.009272291624999984,0.0013522139591817495,0.314478557625,39.54673335750409
2014-01-06,0.324089077875,-0.008740673249999997,0.0013971042131891984,0.315348404625,40.15193636047029
1994-01-07,0.315854304375,-0.0047010883749999954,0.0014941253573684881,0.311153216,45.557916622844814
1988-10-23,0.296125544625,-0.0038512751249999977,0.0015428266431416976,0.2922742695,66.06815170048343
1994-01-08,0.316153150625,-0.005690245375000014,0.0015652846386308423,0.31046290525,46.08923894251911
1994-01-09,0.316591793625,-0.006028674125000022,0.0015652846386308423,0.3105631195,45.54607582715461
1994-01-10,0.3158412365,-0.005249880500000026,0.0015714646345792109,0.310591356,45.028715208298124
1988-10-19,0.29825645825,-0.005231620125000003,0.0015762099691135126,0.293024838125,65.87062339120895
1988-10-18,0.29901264925000004,-0.005748735875000022,0.0015762099691135126,0.293263913375,65.02292667831195
1988-10-17,0.29992290175,-0.006379088375000008,0.0015762099691135126,0.293543813375,64.19196094356094
1988-10-22,0.296581075,-0.004131173375000019,0.0015896062022860637,0.292449901625,66.09027458979857
1988-10-20,0.297605194375,-0.004783908000000003,0.0016078157022802685,0.292821286375,65.88600872922518
1995-10-24,0.326357626125,-0.006292169375000045,0.001757326025911956,0.32006545675,66.4022696282328
1988-10-21,0.297055234625,-0.004424716250000016,0.0017764511460489339,0.292630518375,65.8661720539272
1995-10-25,0.325574886875,-0.005762140375000002,0.0018023897629198024,0.3198127465,65.26639444602212
2000-02-18,0.28542436875,-0.003835372374999979,0.0018678337736927298,0.281588996375,53.674863533899945
2006-11-27,0.31086212175,-0.0035248043750000235,0.001959631460177731,0.307337317375,54.70872970747967
2006-11-26,0.3111954525,-0.0037166678750000237,0.001959631460177731,0.307478784625,53.75142657232984
1995-10-26,0.32486106400000003,-0.0052614957500000115,0.0021015086946222002,0.31959956825,64.2864653931368
1985-12-28,0.325893366125,-0.002110427499999956,0.0021333880287661704,0.323782938625,40.419709455417625
2008-11-27,0.30813183099999997,-0.0036268269999999436,0.002245284838052755,0.304505004,51.52445366830603
2008-11-28,0.30769595225,-0.002900338750000009,0.002377913106334172,0.3047956135,51.54520995747538
2011-02-24,0.32371343812500003,-0.0030641773750000323,0.0024752723695489263,0.32064926075,52.2983766669772
2000-02-17,0.28576657075,-0.0039944623750000074,0.0025910187836582694,0.281772108375,52.540247560967245
1988-10-25,0.295329023375,-0.0032588288750000083,0.0026050021830521073,0.2920701945,66.46260677804075
1999-11-23,0.277108419375,-0.0023782538750000137,0.0026486216320717494,0.2747301655,63.315399544396435
1992-10-07,0.30555080325,-0.003917738250000025,0.002695492908360985,0.301633065,67.04928108830629
1984-02-08,0.3033994215,-0.0029841908750000146,0.00276870493989093,0.300415230625,46.90040091965494
1984-02-07,0.30254940425,-0.0021042158749999818,0.0028042235388874496,0.300445188375,46.83901323123469
1996-02-29,0.311056571125,-0.003075942375000029,0.002815058167775834,0.30798062875,59.802640254417916
2009-03-08,0.300526014125,-0.003113048375000038,0.0029004957798146845,0.29741296575,57.038606853069396
2006-01-15,0.301750901,-0.0015748811250000383,0.003101830643689924,0.300176019875,53.76899425551743
2006-01-13,0.30202280875,-0.0016542256250000054,0.003101830643689924,0.300368583125,54.00888508522625
2006-01-14,0.301895499875,-0.001636124374999992,0.003101830643689924,0.3002593755,54.14635287017409
2006-01-11,0.30230177075,-0.0017648752499999643,0.003101830643689924,0.3005368955,54.67465361203902
2006-01-12,0.302153272875,-0.0016846053749999812,0.003101830643689924,0.3004686675,53.70857968649998
2000-02-19,0.284923003,-0.003536558000000023,0.0031165089914775724,0.281386445,54.67150334010273
2009-03-06,0.30110264825,-0.0032957163749999796,0.003170321308751818,0.297806931875,53.49103502297017
2009-03-07,0.300820523,-0.003217401750000015,0.003170321308751818,0.29760312125,55.615510565336805
1986-02-01,0.318987150875,-0.0037926653750000594,0.0031724049277936585,0.31519448549999995,50.36957105968609
2003-12-10,0.308502176625,-0.003763186375000005,0.003217653264383207,0.30473899025,50.42571660407497
1992-10-08,0.3051530865,-0.0031916483750000224,0.0032270138939406896,0.301961438125,67.14824551692239
2008-11-06,0.3098215425,-0.00467976649999996,0.003239719601019179,0.30514177600000003,60.215725332836215
2001-11-01,0.296266932875,-0.004853209624999966,0.0032507558812036614,0.29141372325000003,64.57591531179284
2001-10-31,0.296891486875,-0.005352524999999997,0.0032507558812036614,0.291538961875,63.86482056979639
2001-11-02,0.295725206125,-0.004495567749999985,0.003255698556641693,0.291229638375,65.16683061494093
1986-01-02,0.32633885125,-0.003958480500000028,0.0033021400879919695,0.32238037075,44.21116764256523
2006-01-16,0.301564540125,-0.0014340660000000116,0.0033028658694121407,0.300130474125,53.06710681415855
2009-03-05,0.30141689,-0.003384866749999993,0.003351514065232318,0.29803202325,52.47977549160387
2006-10-09,0.29118607175,-0.003983440499999991,0.0034050567025775713,0.28720263125,73.09693967019129
2016-12-23,0.354948139625,-0.00821037124999996,0.0034213102656970914,0.34673776837500003,41.42134595373712
2008-10-03,0.301007318125,-0.006238569624999968,0.0035164368880369564,0.2947687485,71.13251054651866
2008-10-04,0.300298061125,-0.005599263125000031,0.0035290743342246615,0.294698798,71.41222953510184
1993-08-23,0.288260813875,-0.007638900625000056,0.0035293317965682507,0.28062191324999997,85.91895552979747
1991-10-16,0.326293985,-0.006594385874999997,0.0035368777005875362,0.319699599125,67.95765339412317
2008-11-05,0.310460882,-0.005367019375000004,0.0037175633038386393,0.305093862625,60.07872305804364
2017-02-12,0.34867452787500003,-0.008908048250000022,0.0037562078140427704,0.339766479625,53.43510555769766
2017-02-13,0.347902189375,-0.008488491875000004,0.003756207814042771,0.3394136975,55.56092495711521
1989-12-28,0.303108841,-0.0014649978750000403,0.003975048956000671,0.301643843125,28.476224240190948
1989-12-27,0.302840540875,-0.0020153888750000237,0.003975048956000671,0.300825152,26.930168975648176
2016-12-24,0.35434227075,-0.007867011750000041,0.0039888274456080525,0.346475259,42.61815954683886
2020-10-15,0.324649305,-0.005314546124999986,0.004003809227120619,0.319334758875,70.12473742643199
2020-10-14,0.325298407375,-0.005672098999999986,0.004003809227120619,0.319626308375,69.85368163725641
2020-10-16,0.324135940125,-0.0050644622500000125,0.004021047237518426,0.319071477875,70.54520422548288
2020-10-13,0.325981275625,-0.006070207375000025,0.004033091840915966,0.31991106825,69.5703310039142
1995-10-29,0.323167734,-0.004289454749999977,0.004039949811893979,0.31887827925,63.963466022113415
1995-10-28,0.323666166375,-0.004595066625000033,0.004039949811893979,0.31907109975,64.1218691204687
1995-10-27,0.324238695125,-0.004898390499999961,0.004039949811893979,0.319340304625,64.03808742386595
1986-01-05,0.32632059412500003,-0.005278185750000053,0.004070780589211785,0.321042408375,45.76535129333918
1986-01-06,0.325922346625,-0.00507804187500005,0.004070780589211785,0.32084430475,44.961186591422496
1986-01-07,0.325420429,-0.004806909874999987,0.004070780589211785,0.320613519125,44.103022402612346
1986-01-03,0.3264681775,-0.004549712124999994,0.0040791510548746305,0.321918465375,45.03303356554375
2016-12-22,0.35596787975,-0.008601716375000013,0.00408143448796893,0.347366163375,40.42410677762421
1986-01-04,0.3263939545,-0.004702497750000034,0.004096736527742863,0.32169145675,45.49268272816107
2008-10-02,0.301746233375,-0.006711938625000025,0.004098327988707779,0.29503429475,70.87671481250031
2008-09-30,0.30367194925,-0.008040411874999986,0.004098327988707779,0.29563153737500003,70.06904338333605
2008-10-01,0.3026319365,-0.007301052749999981,0.004098327988707779,0.29533088375,70.58662079796645
1989-12-26,0.303284752625,-0.003965204999999972,0.004218162019885808,0.299319547625,25.309497067976775
2000-09-09,0.26742732925,-0.0031247365000000027,0.004221121410493487,0.26430259275,87.54745154030367
1989-12-25,0.30378845374999996,-0.006819870249999971,0.004314303263940328,0.2969685835,26.62109310188805
