,min,5%,25%,mean,75%,95%,max
1900-01-01,0.3309950168040879,0.3370907785409329,0.35317461959769686,0.3768533338350656,0.4015754186256547,0.42588575011141216,0.4294146092719774
1900-01-02,0.3308594872152332,0.33707659055894174,0.3542148154747297,0.37684886969380593,0.4035142881831713,0.42468701013232946,0.4288748299666585
1900-01-03,0.330806133675761,0.3370362931718462,0.3546383720200156,0.37676521174810707,0.4039359309601935,0.42332785577766646,0.42780105132279667
1900-01-04,0.3307313613965298,0.33697160393833553,0.3543900074275743,0.3767198713443928,0.403982939101357,0.42248689187582883,0.42680712900921003
1900-01-05,0.3306341071729485,0.336914415129939,0.3541299379191365,0.37674812930145235,0.40385042998009013,0.4234527214244742,0.42568755524396795
1900-01-06,0.3305974362800577,0.33683685048883216,0.35397673013758346,0.3767796647404327,0.40327128794116607,0.4242601160911777,0.4268862314307752
1900-01-07,0.3305272067840786,0.33677712448766184,0.35512079627040205,0.3767142495402831,0.40261931638776327,0.42335032805652023,0.43035525537006214
1900-01-08,0.3304587944014004,0.33677223857929167,0.35575448070484084,0.3765478404481729,0.4018687374412998,0.4224873451876044,0.4318460615164719
1900-01-09,0.3303887195533618,0.33685415559337395,0.355639847918946,0.3763515082975984,0.4010319374352601,0.42211611860573445,0.4325509081672809
1900-01-10,0.3302683841246611,0.3387413350433284,0.35554166580772173,0.37655180681637407,0.40016719447947147,0.4218672098458526,0.43240629301192185
1900-01-11,0.33017209645070794,0.3389090719988913,0.35623717075637495,0.37680396950951317,0.39943294538897506,0.4214194267341379,0.43161925098073767
1900-01-12,0.33005276623362045,0.3390342740049696,0.35699554975833736,0.37685518697430714,0.39867336786547386,0.42063275779111015,0.4303600301252251
1900-01-13,0.3298962625178355,0.33914745793297185,0.356862475205538,0.3768272062412546,0.39817859594358823,0.41974995388897046,0.4294339209335472
1900-01-14,0.3297899033967574,0.3392312684177757,0.35674175315698603,0.3768917844972944,0.3979760989637493,0.4188959792625887,0.4288149232207077
1900-01-15,0.32969396368067033,0.33925960282012396,0.3570155186736543,0.3768873150839458,0.3977534059294308,0.4178979568454796,0.42811962608022447
1900-01-16,0.32962298027598136,0.339297177436917,0.3573414343755076,0.3768748074924172,0.3976412958380654,0.41695908049976393,0.42729131237991963
1900-01-17,0.32955089500471635,0.33927928467020135,0.3571958575032686,0.3771752409920067,0.3982828721502178,0.41592684995821644,0.42622265644908686
1900-01-18,0.32945161102691595,0.3393415391651988,0.3570599799565477,0.37778234531167226,0.3982575002224797,0.4158213095046733,0.4251008596197001
1900-01-19,0.32936075536187287,0.3393991571216302,0.3578392412632255,0.3784224234719011,0.3985772203412168,0.4168759079377147,0.42386883747072285
