,min,5%,25%,mean,75%,95%,max
1900-01-01,0.27476552529972303,0.29303634615864904,0.30610684409997313,0.32090137885294084,0.3272737066659452,0.37128984369305557,0.38092329540127096
1900-01-02,0.27464885245293447,0.29292532907912705,0.3059455016077672,0.32074238258948284,0.3273870134465658,0.3703778085903449,0.3801603530333709
1900-01-03,0.27485286606133424,0.29210939691918286,0.30584215523644465,0.3207025382000614,0.3281923324086534,0.37108376444173174,0.37923074932569856
1900-01-04,0.2746950835141839,0.2908860872747438,0.3061357595626217,0.32080199619324257,0.32816402217683244,0.37179008197959695,0.37871895112922865
1900-01-05,0.2744901880030598,0.2909569134580036,0.30670384845135096,0.32090885621743326,0.3280536589640982,0.3722779580239938,0.3784459058088703
1900-01-06,0.27494286973240595,0.29192730444689263,0.3066810139831701,0.32085531406425183,0.3278890031549779,0.37263906055238144,0.37898311806960744
1900-01-07,0.2751224297907753,0.29191067768878626,0.3065136613688011,0.3206158202070728,0.32814570029314327,0.37185127759578057,0.38014712712135246
1900-01-08,0.27911716579049306,0.2919537358228935,0.30637719737647723,0.32053106129304665,0.3285371106217477,0.370819278628657,0.3795193553236983
1900-01-09,0.2792812185969104,0.2912732600111931,0.3064736611628401,0.32091823004326525,0.33024371218838994,0.36987133282169227,0.37953059221218455
1900-01-10,0.2787551280308984,0.2936669154639062,0.3067164852025106,0.3213843980661788,0.33189354055761844,0.36909394966101855,0.37860894156860625
1900-01-11,0.2783273219934495,0.29375609370063527,0.30683068380264816,0.3212972583860675,0.3313305671395775,0.36911359950812456,0.378070799182534
1900-01-12,0.2779866189487782,0.29359691163358664,0.3068488364479684,0.32117514576281514,0.3310354280251455,0.3712521986795471,0.37750437577292045
1900-01-13,0.27765644904145215,0.2933927918477813,0.30667252065902645,0.32106024171730535,0.3305589075495519,0.37037913088545604,0.3771342108302439
1900-01-14,0.27731275664128824,0.2924008248650303,0.3064356624185517,0.32084688389256155,0.330634479859756,0.3696335241154196,0.37635128622439346
1900-01-15,0.27708836802502695,0.29220329211549584,0.3061320503670364,0.3207028045476191,0.3303634934154236,0.3690207904843647,0.37531369071795645
1900-01-16,0.27690744855263627,0.29165979819259064,0.3059479413765661,0.3207184807309556,0.3300049385954689,0.3674685796835775,0.3743704821495879
1900-01-17,0.27672183163161634,0.2918792112130433,0.3062896916933789,0.3208739825415868,0.33019931180480006,0.36697508204489393,0.3736070468770356
1900-01-18,0.2765258354277148,0.2921326864485866,0.3058943251787585,0.3214654421816442,0.33117155562980655,0.36694700281705966,0.37306173006371296
1900-01-19,0.2763379360996346,0.29217918928145187,0.30543873158868357,0.3218826967562143,0.3311581823523453,0.3661090582957511,0.3737784118142519
1900-01-20,0.2761018274947659,0.2921265935984685,0.3053898346941403,0.32179425482947727,0.3312538854772507,0.36498994627336173,0.37410910693113725
1900-01-21,0.2758913121073837,0.29227747105176555,0.3058625118239406,0.32167591865917616,0.3315784726073328,0.36456803827789946,0.37541149538002655
1900-01-22,0.2757331501136029,0.29203958809367286,0.3058238857919038,0.3220197858744789,0.332228381782857,0.3636105443240653,0.3798042291577432
1900-01-23,0.2755625470252242,0.29185622329810645,0.30653668333396805,0.3220542576765081,0.3323306350983327,0.3624631422387164,0.3801096496924991
1900-01-24,0.2753804512227426,0.2914746775354268,0.3067791320026721,0.32195712669839505,0.33283674059061175,0.3620085597467194,0.37969912355915625
1900-01-25,0.2752952874038418,0.29126075895334647,0.3078890025562497,0.3222160356018054,0.3334773677067331,0.36142687274573276,0.3792967524400521
1900-01-26,0.2751661501728721,0.2910460825329655,0.30728013604828347,0.32222040034089794,0.3338368283821324,0.3611239739077092,0.3807650884411166
1900-01-27,0.2752036790375807,0.2909907947158513,0.3068761511233823,0.3220698952683968,0.3335621228500144,0.3609411406317719,0.3858686435682738
1900-01-28,0.27522535153748084,0.290678840594914,0.30773138569215824,0.3221898288198769,0.3331339806460679,0.3604346346659763,0.386107156329782
1900-01-29,0.2750851863594067,0.29399064096616323,0.30778014673577025,0.32253584943526414,0.33428707459163814,0.3593775104211628,0.38573445695955233
1900-01-30,0.27497659690165865,0.29682321552366103,0.3075411092037963,0.32252486965563937,0.3349117045850388,0.35887695449720297,0.3851682017749503
1900-01-31,0.2752616538406943,0.29642544654906894,0.30829220124105383,0.32245037898573536,0.33385467513795497,0.358497501739553,0.38407098176675697
1900-02-01,0.27576115825956604,0.29546158353951757,0.30782159782901136,0.32264008578477166,0.33351196903974617,0.35806183822702103,0.3831400329298723
1900-02-02,0.27614176248287925,0.2964025808443488,0.30782456825025206,0.3225092559074986,0.33308132422940706,0.3584481819664208,0.38335428676948324
1900-02-03,0.2760285052680109,0.296857576356176,0.3081717208414865,0.32232691533147273,0.3325700262826347,0.35752809629771615,0.38649092426658127
1900-02-04,0.27586013656853264,0.2972344410703105,0.30750719002829713,0.3224942253425851,0.3327623262804401,0.3568315357846246,0.3947012519126172
1900-02-05,0.2755629680762073,0.29751362547406385,0.30759478419325087,0.32260095464028926,0.33277071096670763,0.3569108214101698,0.3971412043972953
1900-02-06,0.27548019496312104,0.2965899045543132,0.3083359395670434,0.32289561345034734,0.33240683452267195,0.35868268827077093,0.39535554513396887
1900-02-07,0.2753398873733653,0.29631227969119306,0.30933702142499203,0.32300619230629357,0.3319872642008279,0.35908700755619144,0.3938081435423161
1900-02-08,0.2751455847077988,0.2969680721287518,0.3099841087176875,0.322991578091738,0.3329215490458125,0.3583839950588591,0.39224050589308423
1900-02-09,0.2749191653486581,0.29876405604703626,0.3096577435882461,0.32316953429633094,0.3336182294771281,0.35763352322950376,0.39133095669679424
1900-02-10,0.27470085636167574,0.2995553619644186,0.30941052885583936,0.32294724579854905,0.3341718915628049,0.35654994941492096,0.389970588715954
1900-02-11,0.27446666341410764,0.2989655529023965,0.3094571811794356,0.3227065759995858,0.33375048858134576,0.35626625506172754,0.3886963486019349
1900-02-12,0.2742942738387507,0.29828066301030276,0.3096375446657989,0.32272045441655656,0.33271998824980903,0.3560936711092877,0.38755227639637063
1900-02-13,0.274176954441613,0.2981960401161662,0.30876969888385913,0.3228992287324963,0.3329082924355795,0.35566663921680397,0.3864827057132759
1900-02-14,0.2740130945468834,0.29808054479019,0.3085143807395813,0.32304989181474686,0.3326350959270749,0.35464716858284506,0.3852473215998376
