,sm_initial,sm_difference,prec_rollingsum,sm_final
1986-04-04,0.26798221470779504,-0.011605899838286082,0.0,0.25637631486950896
2005-05-25,0.27162549783306644,-0.024654809171667957,0.0,0.24697068866139849
2005-05-26,0.2693249040331891,-0.019857703779694313,0.0,0.24946720025349478
2015-07-27,0.26184110324387677,-0.026965176418886405,0.0,0.23487592682499037
1999-11-19,0.2048001420585315,-0.006767610491310971,0.0,0.19803253156722053
1981-11-27,0.24224069221442085,-0.010243524451682584,0.0,0.23199716776273827
1981-11-26,0.24297013527115066,-0.010705799492511076,0.0,0.23226433577863959
1981-11-25,0.24372514035852982,-0.010921106116471624,0.0,0.2328040342420582
1987-10-14,0.2030911625060428,-0.007823406983420877,0.0,0.19526775552262193
1987-10-15,0.2022449782222297,-0.00734641778712114,0.0,0.19489856043510856
1987-10-16,0.20148659156608803,-0.0070487839360242055,0.0,0.19443780763006382
1987-10-17,0.20078449925227262,-0.006768469870552712,0.0,0.1940160293817199
1987-10-18,0.20019550189878269,-0.00633860054849239,0.0,0.1938569013502903
2005-05-24,0.27400743980355324,-0.02538708283702723,0.0,0.248620356966526
1987-10-19,0.1996431298702335,-0.006025828002502315,0.0,0.19361730186773118
2005-10-29,0.21499880924064735,-0.007075327987343755,0.0,0.2079234812533036
2005-10-30,0.21427135445712917,-0.006662292998342395,0.0,0.20760906145878677
2005-10-31,0.21356990321340258,-0.006077789804796813,0.0,0.20749211340860577
2005-11-01,0.21286060277005162,0.00129969546450312,0.0,0.21416029823455474
2010-10-12,0.170424250619744,0.006962559230986681,0.0,0.1773868098507307
2010-10-11,0.17103330388542165,-0.005568455951080631,0.0,0.16546484793434102
2000-01-27,0.23168410161835587,-0.006952054455393736,0.0,0.22473204716296213
2000-01-26,0.23257832510544796,-0.007875240141896805,0.0,0.22470308496355115
2000-01-25,0.2332241554602025,-0.008238914586646467,0.0,0.22498524087355604
1999-11-16,0.20723259495727867,-0.008161888581567217,0.0,0.19907070637571145
1999-11-17,0.2060965132363411,-0.0073812452109526805,0.0,0.19871526802538841
1999-11-20,0.20415871353065795,-0.006155653995493338,0.0,0.19800305953516462
2005-10-28,0.21578982666813598,-0.007561261708315031,0.0,0.20822856495982095
2005-01-28,0.31318939101476245,-0.007109979859789228,0.0,0.3060794111549732
1999-11-18,0.20541564863465733,-0.007047007302643099,0.0,0.19836864133201423
1991-10-20,0.26228980754750597,-0.01172810301809607,0.0,0.2505617045294099
1991-10-22,0.26029868846190407,-0.010981828073725525,0.0,0.24931686038817855
1991-10-21,0.2612370607883179,-0.011285007466389663,0.0,0.2499520533219282
1986-03-02,0.2902553039233082,-0.015151850279768675,0.0,0.27510345364353955
1987-04-29,0.2771378399581469,-0.019457589861787916,0.0,0.257680250096359
1986-03-03,0.28878569413227406,-0.014182702958014604,0.0,0.27460299117425946
1987-04-30,0.27546444539040965,-0.019178214169976726,0.0,0.2562862312204329
1991-10-23,0.2594228914233326,-0.010541284352972663,0.0,0.24888160707035992
1987-05-02,0.2724374259575625,-0.017786788548906585,0.0,0.2546506374086559
1987-05-01,0.27397144999093276,-0.018762655138865048,0.0,0.2552087948520677
2011-10-09,0.1423192461733264,-0.005630940610242163,0.0,0.13668830556308423
2018-05-21,0.2893095390235429,-0.023621208110368552,0.0,0.26568833091317434
1999-08-24,0.2155270507715464,-0.01585670561974664,0.0,0.19967034515179977
2022-10-13,0.20717495504210845,-0.005009953629597691,0.0,0.20216500141251076
2022-10-12,0.2078066112341946,-0.0073688939223006955,0.0,0.20043771731189391
2022-10-11,0.20847604002287975,-0.007550190336733292,0.0,0.20092584968614646
1999-08-23,0.21694028240910293,-0.016245854578815222,0.0,0.2006944278302877
2011-10-08,0.1430108836573632,-0.006087391257723812,0.0,0.13692349239963938
2011-10-10,0.1416954331043709,-0.004438027814733098,2.3740153563937677e-08,0.1372574052896378
1981-10-01,0.20889074916000813,-0.013879124591664238,9.488188976377953e-08,0.1950116245683439
1981-10-02,0.20733338012695812,-0.01293611315869947,9.488188976377953e-08,0.19439726696825865
1981-10-03,0.20625619067172846,-0.012466317419426082,9.488188976377953e-08,0.19378987325230237
1981-10-04,0.20524183497763565,-0.011925919418192377,9.488188976377953e-08,0.19331591555944327
1981-10-05,0.20419582956951943,-0.011111816724079238,9.488188976377953e-08,0.1930840128454402
1981-10-06,0.20313745012295142,-0.0052490518014238485,9.488188976377953e-08,0.19788839832152758
1999-08-21,0.2196791527306383,-0.01703237777225597,1.3031496032220591e-06,0.20264677495838232
1999-08-20,0.22117600514746047,-0.017534072584106553,1.3031496032220591e-06,0.20364193256335392
1999-08-19,0.22278033013762621,-0.01814918685586872,1.3031496032220591e-06,0.2046311432817575
1999-08-22,0.21834747208519553,-0.01666967823423257,1.3031496032220591e-06,0.20167779385096296
2005-10-26,0.21775062819981014,-0.008879108993463558,1.4094488149812606e-06,0.20887151920634658
2005-10-27,0.21671157141048492,-0.008157017530804278,1.4094488149812606e-06,0.20855455387968064
1986-04-03,0.2691827439435771,-0.012610294973492975,9.798425196570652e-06,0.25657244897008413
2000-07-30,0.2203410027236701,-0.018594324924608774,2.4903346453895502e-05,0.20174667779906133
1987-05-03,0.27080157678484146,-0.015259974075391758,2.5543937007314535e-05,0.2555416027094497
2001-11-01,0.2756566751955541,-0.015100561856724759,2.6714370075383263e-05,0.26055611333882933
2001-10-31,0.2774431855467234,-0.016316937773023454,2.6714370075383263e-05,0.26112624777369997
2001-10-30,0.2795733264352349,-0.017851730779265274,2.6714370075383263e-05,0.26172159565596964
