,min,5%,25%,mean,75%,95%,max
1900-01-01,0.33887091476511183,0.35062425625378757,0.3656807706233671,0.39015763755997634,0.41402431043200827,0.4297017149562853,0.43492467017830266
1900-01-02,0.3387911510620948,0.35059300625448603,0.3657147787739067,0.3901341875394432,0.41356876810127546,0.42959727517448637,0.433804932154817
1900-01-03,0.33871786175090324,0.3505592097280892,0.3661017870532824,0.3901753788467518,0.41313400364213465,0.4308418272072141,0.4327996420762704
1900-01-04,0.33862116811646686,0.35052290990423196,0.3663812917761561,0.3902751458523218,0.4124650878764594,0.43114218620754596,0.4344628168235506
1900-01-05,0.3385572988443132,0.3504416301479738,0.36675599971640377,0.39034487900052744,0.41181820414445713,0.43037208042273883,0.4362857803653547
1900-01-06,0.33846917070962107,0.3503573429160719,0.36737365317785875,0.3903354639881912,0.4114034333914387,0.42993463371555607,0.43849703650882593
1900-01-07,0.3384475759989984,0.3502703467946089,0.36790933621423816,0.39041820258468535,0.4110323321096807,0.43207838577885427,0.440422775994157
1900-01-08,0.33847388575584175,0.35014990953456115,0.36875259056258847,0.3904096537644514,0.41067049001250533,0.43172431797857114,0.4413870481866046
1900-01-09,0.338448229470223,0.3500443327128314,0.3715367122551198,0.3904083838368058,0.41035385807067004,0.4313519539893391,0.4411656320288977
1900-01-10,0.3384233171364599,0.3499608110476027,0.37343603893622207,0.3906286735563529,0.4100450225432145,0.43078089704756073,0.4402758354492494
1900-01-11,0.33838364640642393,0.3498317007163938,0.3738262316311423,0.3907715262503236,0.4097646431742402,0.43018406870869397,0.43914243485046756
1900-01-12,0.33836255436597407,0.34968642350708795,0.37415845137503567,0.3908106424437644,0.40945487770696504,0.43053072463727937,0.4383638289130387
1900-01-13,0.33833124806761317,0.3495632426732372,0.37443462590801463,0.3908710341522682,0.409245005369776,0.43102464533303386,0.43832331369711247
1900-01-14,0.3382972675639331,0.3494142562607263,0.3748743994754272,0.39105297105157777,0.40927605530634875,0.43098169870148195,0.4379590788899147
1900-01-15,0.33824374324393525,0.34927231979738876,0.3752676333248928,0.3910446009077416,0.40926279989389247,0.43074680947513383,0.4373062108695055
1900-01-16,0.33820768168573995,0.34916145538811155,0.3756925957156644,0.3910191127881443,0.4089470476248595,0.4303266249643546,0.43647304511152285
1900-01-17,0.3381866801259211,0.34931412687565905,0.37571765633712845,0.3911556773067399,0.40804179645074906,0.4297776528366173,0.4355854100136176
1900-01-18,0.3381481253236687,0.34931097814969675,0.3757832623347291,0.3914399324912328,0.407665138150231,0.4304944238080818,0.43478940163480706
1900-01-19,0.33811755292376017,0.34929430458006555,0.37599035239251183,0.3918548645556794,0.4083658478043347,0.4316651592286066,0.43392891072623196
1900-01-20,0.33809644077650325,0.3492648631880457,0.3760372062793168,0.39201364298315605,0.4088161146116041,0.43225782596111295,0.4331599359493136
1900-01-21,0.33808301948289,0.349219482124847,0.3760412678543129,0.39213066756970344,0.40889828107804704,0.4312800701439506,0.43303356466787624
1900-01-22,0.338038824721299,0.34914857295692353,0.37617187413195596,0.3922113698950249,0.40874119162235095,0.43039558477734796,0.43428909401183713
1900-01-23,0.3380088756324046,0.3491238752633242,0.3763623057002127,0.39233214257316973,0.4091881709666904,0.42974077745541217,0.4353069709515102
1900-01-24,0.33797302519568184,0.349093129442206,0.3767580252536826,0.39229889596794193,0.41098474935112517,0.4294118592492137,0.43513752083626545
1900-01-25,0.3379377176427456,0.3491144009359076,0.37675789455943776,0.3921761939502794,0.41108757556166947,0.4289904301270866,0.4345883436190977
1900-01-26,0.3378924974340022,0.3494283511323712,0.3767120661197852,0.3920184373141722,0.4105648287421866,0.4284614642722261,0.4338703697579098
1900-01-27,0.3378547469040263,0.35001341347050363,0.3766528515734315,0.3919365939275585,0.4100261849784895,0.4279726627695112,0.43754769362050994
1900-01-28,0.33782785404978244,0.3515811125531761,0.3765826662505568,0.3919563755982625,0.4105972132680681,0.4277946476571924,0.44052435558267283
1900-01-29,0.3378060783778975,0.3544445872671933,0.3764855101595615,0.3920918927350072,0.4118205717209709,0.4275049342057797,0.4409610050549616
1900-01-30,0.3378036957212785,0.3556841734212841,0.37640176279542514,0.39235448283505325,0.41114708165672337,0.42777187468768463,0.44100162080492233
1900-01-31,0.3377734952972978,0.3557952378932901,0.3763047625321835,0.39240693715304237,0.4111673241845813,0.4298336784433949,0.4405365905746783
1900-02-01,0.3377317234059396,0.35546735468497737,0.37639863116024874,0.39274191118409607,0.4110661391921512,0.42994025608143865,0.4396303164667663
1900-02-02,0.3376689700615695,0.35542293774317,0.3763937653129762,0.39275235713788664,0.410576493203546,0.42943425119473044,0.4386870257273306
1900-02-03,0.3376367991705114,0.3553933817423508,0.37633388221529274,0.39279478320186967,0.41014283964548703,0.4288605044648575,0.4411569961553292
1900-02-04,0.33759875709183534,0.3553461397941724,0.3762280852240273,0.39325198861102406,0.41158146157318204,0.42817922753696336,0.4461365273141349
1900-02-05,0.33754712281168714,0.35530947201574864,0.376110983180576,0.3936727003994346,0.4111511759052807,0.427383376996587,0.449950627730749
1900-02-06,0.33751286081271037,0.35526353499933877,0.3759687325483804,0.3938548720446522,0.4102943695690721,0.42773827621333593,0.45063941656170514
1900-02-07,0.3374747986272273,0.3552169284262588,0.37582055040814605,0.3938112659916635,0.4096261902152,0.4287103216973354,0.4498262872368097
1900-02-08,0.33740915995606546,0.3551821044420288,0.37581589065564436,0.39368098580668254,0.40911007864199783,0.4288628700306906,0.44844659836017153
1900-02-09,0.33731358224941266,0.3551529767161968,0.3758872195531621,0.3935188657915573,0.40870795255717574,0.428528217363161,0.4468527719899284
1900-02-10,0.3372628728823824,0.3550688066064452,0.37599869169067823,0.3934403197193588,0.4082944158594315,0.42845622494101515,0.4450783965470254
1900-02-11,0.33728867996905304,0.3549726287116061,0.3760959835026202,0.3934616383120866,0.40784738122137304,0.42851716063004053,0.4434132513326679
1900-02-12,0.3373704342459543,0.3549085432912781,0.3761723139683571,0.39350297510149523,0.40738701577033243,0.42834947890846353,0.44194117167827257
1900-02-13,0.33738068871747906,0.35481617161498735,0.37616688513049107,0.3936030342880884,0.40694199181296514,0.4280172159349354,0.440580624481814
1900-02-14,0.3373789796388916,0.35472711454581596,0.3768462740292162,0.39365371957371037,0.40791425646116,0.42787840859342335,0.43979164343201893
1900-02-15,0.3373435916587278,0.3546120392685013,0.37733789048489874,0.39357746684650013,0.40877108290417546,0.4277208426064035,0.4388388220661073
1900-02-16,0.33733735854858526,0.3545607970710879,0.3773106156013236,0.39347150233747713,0.40870959126193906,0.4273039671733716,0.43756467381894654
1900-02-17,0.3372748364324947,0.3545676092572695,0.3770452158034982,0.39334268457199884,0.4082487432475326,0.42673337319082233,0.4362733141450697
1900-02-18,0.33726468249500446,0.3545674936431297,0.3767388634666962,0.3932412726181407,0.4078381773305094,0.42605272158462315,0.4351379631860175
1900-02-19,0.33722320215234647,0.3545683029421079,0.3765860316273636,0.39327390503055737,0.40740689134896424,0.42522499270722935,0.43384467325867715
1900-02-20,0.33717004980827653,0.3545943533211421,0.3765944664328629,0.3932111009515698,0.40716250819106287,0.4247995346836674,0.4323638270364685
1900-02-21,0.33713961815601634,0.354665967735318,0.3763811633717446,0.39327600829608034,0.40874730157830114,0.4250290166869668,0.4310574576312324
1900-02-22,0.3371226379575797,0.3547895813681875,0.37708133768211427,0.3935349517046865,0.4098762183591418,0.4259553020944573,0.43007080656269253
1900-02-23,0.3370919348634262,0.3549201730683956,0.3787739487947126,0.3937297801172545,0.4100217765610742,0.4283129880699406,0.43111158515543757
1900-02-24,0.3370316848165165,0.35506765448640915,0.37910940573451857,0.39394766004874604,0.410970310150412,0.4285192034816227,0.4335486206337155
1900-02-25,0.33696627737363416,0.3551960756568111,0.37932191457676384,0.3942200196073637,0.41175914039915523,0.4283667928798949,0.4399782547069625
1900-02-26,0.33686839743759006,0.35530798511737754,0.37985158819122766,0.394395996719452,0.4114238443138045,0.4285698193520008,0.44386606667771333
1900-02-27,0.3367909158571575,0.3553883600673247,0.3806394533132392,0.3945751504732322,0.41269755021121324,0.42910739594692104,0.4440559050951662
1900-02-28,0.3367366174250936,0.355449894939196,0.38115752530011515,0.39457577729124765,0.4123597608818055,0.42920077597957845,0.44313985907909526
1900-03-01,0.3366620814918735,0.35582460489012435,0.3823466117006378,0.39450653471406066,0.41145085780888985,0.4287695628852083,0.4401395716188117
1900-03-02,0.33660793386086135,0.3559073474165853,0.38275376448718773,0.3943836343701663,0.4112874523024727,0.428563099657131,0.4387939637798882
1900-03-03,0.33655022732502604,0.35596881493065347,0.3826460875094761,0.3942829200598071,0.41076633162099885,0.42805599894944624,0.4379796582067884
1900-03-04,0.33652498322894886,0.3560293218420214,0.3824220298200111,0.3942490855589636,0.40995660285982216,0.4285541119144417,0.4395658238835984
1900-03-05,0.33643052145007973,0.3560853479514691,0.38225063437119766,0.3943603739933802,0.4095484924865931,0.42861482793660155,0.44493647265044217
1900-03-06,0.33635341184557493,0.3561434822596215,0.3820527255841208,0.39427804484459045,0.41070661189112145,0.42809530825962794,0.4461865932633439
1900-03-07,0.33626608798315927,0.356218563087309,0.38181646808956243,0.3940405813985903,0.4109662058484512,0.4274300660075754,0.4454766420181136
1900-03-08,0.33613048767734965,0.35624344023415994,0.38143832942538547,0.39377176961272387,0.410466699984407,0.4265287381741635,0.44415128173374985
1900-03-09,0.3360262037233043,0.35631041500264105,0.38116707100669633,0.39356888599034157,0.40986494849386795,0.4264952794421228,0.44248785565138327
1900-03-10,0.3359257400625721,0.3563883912105237,0.3809925740829168,0.3937750276009028,0.4113709759783822,0.4279790215471969,0.44141650465872967
1900-03-11,0.33586679695811167,0.3564600337742292,0.3808294802320068,0.39373729237951854,0.41261223200278696,0.4275936052242584,0.4402519284558319
1900-03-12,0.3361105919919109,0.35650135778646347,0.38068882809096066,0.3937833589020438,0.41328569442017504,0.426782146272347,0.43898947231689006
1900-03-13,0.3381049761160371,0.35651659774076183,0.3805213861430562,0.39407331505175536,0.41312280917738675,0.42587398061657483,0.4374373173039705
