,sm_initial,sm_difference,prec_rollingsum,sm_final
1990-06-19,0.3719640660020245,-0.02412093415302835,0.0,0.3478431318489961
1986-02-28,0.38645845389078337,-0.016493994458356753,0.0,0.3699644594324266
1986-02-27,0.3876622721216122,-0.017175193505964248,0.0,0.37048707861564795
1986-02-26,0.3878709965807051,-0.01665388206438978,0.0,0.37121711451631534
1986-02-25,0.38838621489342395,-0.01636156846035791,0.0,0.37202464643306604
2006-05-30,0.3376393157524322,-0.00878108210736328,0.0,0.32885823364506894
1986-02-03,0.3610526611533566,0.006180652824133048,0.0,0.36723331397748965
1986-02-02,0.36176563551998847,-0.006106772670208538,0.0,0.35565886284977993
1986-03-01,0.3849522767056377,-0.015463946385869565,0.0,0.36948833031976813
1986-01-17,0.37222117496895135,-0.009501193476449177,0.0,0.3627199814925022
1986-01-15,0.3737788605503291,-0.010495414453870922,0.0,0.3632834460964582
1986-01-14,0.37478693798321955,-0.011048721587785026,0.0,0.3637382163954345
1986-01-13,0.3754850100876851,-0.01116831084017289,0.0,0.3643166992475122
2018-05-21,0.38198853978164066,-0.0074457570672319395,0.0,0.3745427827144087
1986-01-12,0.37608406498204766,-0.011082096546443987,0.0,0.3650019684356037
1986-01-11,0.3768794377044766,-0.011339157185889459,0.0,0.36554028051858717
1986-01-10,0.3775164982967664,-0.011329745892160459,0.0,0.36618675240460596
1986-01-16,0.3729600016384865,-0.010172281448396936,0.0,0.3627877201900896
1986-01-09,0.37730868819362173,-0.010454163082292467,0.0,0.36685452511132927
1986-03-02,0.3837799099997078,-0.014739299965928487,0.0,0.3690406100337793
1986-04-02,0.3648601678727617,-0.005214004607952627,0.0,0.3596461632648091
2006-01-05,0.3007855072106995,-0.002149183990747705,0.0,0.2986363232199518
2006-01-06,0.3006347708965456,-0.0020589604491613733,0.0,0.29857581044738424
2006-01-07,0.3004875083617551,-0.0019648620101158643,0.0,0.2985226463516392
2006-01-08,0.3002571148265495,-0.001811208649184326,0.0,0.29844590617736516
2006-01-09,0.3000172761683778,-0.0016357267314512924,0.0,0.2983815494369265
2006-01-10,0.2997916670538313,-0.0013734515567621064,0.0,0.2984182154970692
2006-01-11,0.2996208139422673,-0.00120861231698427,0.0,0.29841220162528304
1986-03-03,0.38222207556968735,-0.01262097887135627,0.0,0.3696010966983311
2006-01-12,0.29950628167753385,-0.0011921123482827034,0.0,0.29831416932925114
2006-01-14,0.2993422079450615,-0.0011113223310668108,0.0,0.2982308856139947
2006-01-15,0.2992879883771225,-0.001358538662549813,0.0,0.2979294497145727
2006-01-16,0.29916687390942154,-0.0008933015976506087,0.0,0.29827357231177093
2006-01-17,0.29904000073903625,-0.0002541783884544291,0.0,0.2987858223505818
1986-04-04,0.3637335759906699,-0.0032125480623664826,0.0,0.36052102792830343
2018-07-28,0.31882686740005467,-0.016024249405992064,0.0,0.3028026179940626
1986-04-03,0.3642537266061411,-0.004663406712646145,0.0,0.35959031989349494
2006-01-13,0.2994194178624548,-0.0011057115104755044,0.0,0.2983137063519793
2005-11-27,0.3009849711578054,0.001940310683012092,0.0,0.3029252818408175
1986-01-08,0.37942458131552814,-0.01181378331387617,0.0,0.367610798001652
1986-01-06,0.381882961632662,-0.012734894477427039,0.0,0.36914806715523496
2006-11-25,0.3148301953198312,-0.003794627445610377,0.0,0.3110355678742208
2006-11-26,0.3142001518778415,-0.003259800740585961,0.0,0.31094035113725554
2006-11-27,0.3137634251273229,-0.002901926075278838,0.0,0.3108614990520441
2006-11-28,0.3134043567732251,-0.002340410035373164,0.0,0.3110639467378519
2007-03-12,0.3616504266705152,0.01088067436979151,0.0,0.37253110104030673
2007-09-26,0.37121153172566335,-0.013786632890118833,0.0,0.3574248988355445
2017-12-04,0.3299989245865861,-0.0028578166164500707,0.0,0.327141107970136
2006-11-24,0.3159443863701943,-0.004905298322227858,0.0,0.3110390880479664
2017-12-03,0.33054810841978666,-0.003551010544942501,0.0,0.32699709787484416
2017-12-01,0.3324184747389599,-0.005435721427146656,0.0,0.32698275331181326
2007-09-27,0.3692843390542041,-0.012332289828429877,0.0,0.3569520492257742
1990-06-20,0.36832656279706016,-0.02169487622200833,0.0,0.34663168657505183
2007-11-07,0.35431313096980266,-0.005772775646914474,0.0,0.3485403553228882
2007-11-08,0.3532180312076942,-0.004902864550264285,0.0,0.3483151666574299
2007-11-09,0.35251108521109287,-0.00438942758851002,0.0,0.34812165762258285
2007-11-10,0.3518571264316547,-0.0038976664687160323,0.0,0.34795945996293864
2017-12-02,0.33152531135790614,-0.00461957465356061,0.0,0.32690573670434553
1986-01-07,0.3808894191730793,-0.012365531403240204,0.0,0.3685238877698391
2006-11-23,0.3169269275619098,-0.005857902572311724,0.0,0.3110690249895981
2006-10-10,0.28416066609643625,0.003148181656431659,0.0,0.2873088477528679
1986-01-05,0.3826615811503868,-0.012873336280311287,0.0,0.3697882448700755
1986-01-04,0.3829755763956766,-0.011644100693911863,0.0,0.3713314757017647
1986-01-03,0.3835948495751601,-0.01137367460620875,0.0,0.37222117496895135
1986-01-02,0.3838447886769456,-0.010884787038459076,0.0,0.3729600016384865
1986-01-01,0.38554695409673456,-0.011768093546405456,0.0,0.3737788605503291
1985-12-31,0.386617999338248,-0.011831061355028427,0.0,0.37478693798321955
1985-12-30,0.3867921503171431,-0.011307140229458001,0.0,0.3754850100876851
2006-11-22,0.31812658866278815,-0.006939408780450351,0.0,0.3111871798823378
1985-12-29,0.3858877652949068,-0.009803700312859154,0.0,0.37608406498204766
